design_id,operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,number_of_attackers,relative_transaction_load,execution_index,manifest_pair_id,network_instance,event_replication,network_realization_id,network_seed,event_seed,run_id
D001,S011,8,474,7.230124069,472,0.458927508,0.08115278,0.018055532,8,1.05,44,D001_S011,2,2,D001_S011_S02,-2341680380294663096,7513072908703595345,D001_S011_S02_E02
D001,S012,8,474,7.230124069,888,0.302089761,0.091469055,0.358945917,193,1.05,45,D001_S012,1,1,D001_S012_S01,2043805108305154209,7991027672575149225,D001_S012_S01_E01
D001,S012,8,474,7.230124069,888,0.302089761,0.091469055,0.358945917,193,1.05,46,D001_S012,1,2,D001_S012_S01,2043805108305154209,2882772664946587514,D001_S012_S01_E02
D001,S012,8,474,7.230124069,888,0.302089761,0.091469055,0.358945917,193,1.05,47,D001_S012,2,1,D001_S012_S02,-3469665391524684040,6664090277091989148,D001_S012_S02_E01
D001,S012,8,474,7.230124069,888,0.302089761,0.091469055,0.358945917,193,1.05,48,D001_S012,2,2,D001_S012_S02,-3469665391524684040,-7491154141749760618,D001_S012_S02_E02
D001,S013,8,474,7.230124069,33,0.068127718,0.327197905,0.351458552,6,1.05,49,D001_S013,1,1,D001_S013_S01,893153946591436950,-177275446332186458,D001_S013_S01_E01
D001,S013,8,474,7.230124069,33,0.068127718,0.327197905,0.351458552,6,1.05,50,D001_S013,1,2,D001_S013_S01,893153946591436950,2901082115340541784,D001_S013_S01_E02
D001,S013,8,474,7.230124069,33,0.068127718,0.327197905,0.351458552,6,1.05,51,D001_S013,2,1,D001_S013_S02,283041674637833368,8124843833547819615,D001_S013_S02_E01
D001,S013,8,474,7.230124069,33,0.068127718,0.327197905,0.351458552,6,1.05,52,D001_S013,2,2,D001_S013_S02,283041674637833368,3366138378912124117,D001_S013_S02_E02
D001,S014,8,474,7.230124069,71,0.386957289,0.33590604,0.423756547,16,1.05,53,D001_S014,1,1,D001_S014_S01,-7764265586184304457,2290864400382314781,D001_S014_S01_E01
D001,S014,8,474,7.230124069,71,0.386957289,0.33590604,0.423756547,16,1.05,54,D001_S014,1,2,D001_S014_S01,-7764265586184304457,7553212875977786851,D001_S014_S01_E02
D001,S014,8,474,7.230124069,71,0.386957289,0.33590604,0.423756547,16,1.05,55,D001_S014,2,1,D001_S014_S02,1757223207636777638,5174404405625037872,D001_S014_S02_E01
D001,S014,8,474,7.230124069,71,0.386957289,0.33590604,0.423756547,16,1.05,56,D001_S014,2,2,D001_S014_S02,1757223207636777638,2179221759125551702,D001_S014_S02_E02
D001,S015,8,474,7.230124069,39,0.272204984,0.243100415,0.446678,1,1.05,57,D001_S015,1,1,D001_S015_S01,-3246754866840841512,-7381322685254020373,D001_S015_S01_E01
D001,S015,8,474,7.230124069,39,0.272204984,0.243100415,0.446678,1,1.05,58,D001_S015,1,2,D001_S015_S01,-3246754866840841512,-4148176124084809943,D001_S015_S01_E02
D001,S015,8,474,7.230124069,39,0.272204984,0.243100415,0.446678,1,1.05,59,D001_S015,2,1,D001_S015_S02,-1350873468056963822,-2572287774813549005,D001_S015_S02_E01
D001,S015,8,474,7.230124069,39,0.272204984,0.243100415,0.446678,1,1.05,60,D001_S015,2,2,D001_S015_S02,-1350873468056963822,-3077060052123850207,D001_S015_S02_E02
D001,S016,8,474,7.230124069,91,0.16170145,0.264353919,0.069555674,20,1.05,61,D001_S016,1,1,D001_S016_S01,4103390269883529991,-6191407775217432428,D001_S016_S01_E01
D001,S016,8,474,7.230124069,91,0.16170145,0.264353919,0.069555674,20,1.05,62,D001_S016,1,2,D001_S016_S01,4103390269883529991,655198586814482079,D001_S016_S01_E02
D001,S016,8,474,7.230124069,91,0.16170145,0.264353919,0.069555674,20,1.05,63,D001_S016,2,1,D001_S016_S02,-2274438898707009970,1672491758652323663,D001_S016_S02_E01
D001,S016,8,474,7.230124069,91,0.16170145,0.264353919,0.069555674,20,1.05,64,D001_S016,2,2,D001_S016_S02,-2274438898707009970,-5441037501296972948,D001_S016_S02_E02
D001,S017,8,474,7.230124069,60,0.359928689,0.02076874,0.174232425,6,1.05,65,D001_S017,1,1,D001_S017_S01,-516936242507666844,-8977860441204353496,D001_S017_S01_E01
D001,S017,8,474,7.230124069,60,0.359928689,0.02076874,0.174232425,6,1.05,66,D001_S017,1,2,D001_S017_S01,-516936242507666844,4905781906258538465,D001_S017_S01_E02
D001,S017,8,474,7.230124069,60,0.359928689,0.02076874,0.174232425,6,1.05,67,D001_S017,2,1,D001_S017_S02,2190258441480508746,337126171716478975,D001_S017_S02_E01
D001,S017,8,474,7.230124069,60,0.359928689,0.02076874,0.174232425,6,1.05,68,D001_S017,2,2,D001_S017_S02,2190258441480508746,8044060610236416090,D001_S017_S02_E02
D001,S018,8,474,7.230124069,232,0.083660283,0.374766445,0.463420281,16,1.05,69,D001_S018,1,1,D001_S018_S01,9100484063598925667,8818433603616219082,D001_S018_S01_E01
D001,S018,8,474,7.230124069,232,0.083660283,0.374766445,0.463420281,16,1.05,70,D001_S018,1,2,D001_S018_S01,9100484063598925667,-5453626832456954999,D001_S018_S01_E02
D001,S018,8,474,7.230124069,232,0.083660283,0.374766445,0.463420281,16,1.05,71,D001_S018,2,1,D001_S018_S02,42374633888194763,729555886660992927,D001_S018_S02_E01
D001,S018,8,474,7.230124069,232,0.083660283,0.374766445,0.463420281,16,1.05,72,D001_S018,2,2,D001_S018_S02,42374633888194763,-5563320985241098702,D001_S018_S02_E02
D001,S019,8,474,7.230124069,48,0.232718262,0.17994217,0.033136716,1,1.05,73,D001_S019,1,1,D001_S019_S01,-3270915722309553624,5080440806460921259,D001_S019_S01_E01
D001,S019,8,474,7.230124069,48,0.232718262,0.17994217,0.033136716,1,1.05,74,D001_S019,1,2,D001_S019_S01,-3270915722309553624,1492727156560451611,D001_S019_S01_E02
D001,S019,8,474,7.230124069,48,0.232718262,0.17994217,0.033136716,1,1.05,75,D001_S019,2,1,D001_S019_S02,8946354728227521603,-3056761826296834786,D001_S019_S02_E01
D001,S019,8,474,7.230124069,48,0.232718262,0.17994217,0.033136716,1,1.05,76,D001_S019,2,2,D001_S019_S02,8946354728227521603,6850692302203351351,D001_S019_S02_E02
D001,S020,8,474,7.230124069,744,0.31398409,0.144642217,0.380464816,47,1.05,77,D001_S020,1,1,D001_S020_S01,1734630114817889184,764324981016124468,D001_S020_S01_E01
D001,S020,8,474,7.230124069,744,0.31398409,0.144642217,0.380464816,47,1.05,78,D001_S020,1,2,D001_S020_S01,1734630114817889184,-656222319364931920,D001_S020_S01_E02
D001,S020,8,474,7.230124069,744,0.31398409,0.144642217,0.380464816,47,1.05,79,D001_S020,2,1,D001_S020_S02,8752109680271851513,-3760982815035251396,D001_S020_S02_E01
D001,S020,8,474,7.230124069,744,0.31398409,0.144642217,0.380464816,47,1.05,80,D001_S020,2,2,D001_S020_S02,8752109680271851513,4954790684283250461,D001_S020_S02_E02
D001,S021,8,474,7.230124069,143,0.09821222,0.163666817,0.285033773,17,1.05,81,D001_S021,1,1,D001_S021_S01,5072056413712245141,1776199581273853839,D001_S021_S01_E01
D001,S021,8,474,7.230124069,143,0.09821222,0.163666817,0.285033773,17,1.05,82,D001_S021,1,2,D001_S021_S01,5072056413712245141,8970974920171040427,D001_S021_S01_E02
D001,S021,8,474,7.230124069,143,0.09821222,0.163666817,0.285033773,17,1.05,83,D001_S021,2,1,D001_S021_S02,-1534723328198628272,-7001736144284351235,D001_S021_S02_E01
D001,S021,8,474,7.230124069,143,0.09821222,0.163666817,0.285033773,17,1.05,84,D001_S021,2,2,D001_S021_S02,-1534723328198628272,2781030738841216461,D001_S021_S02_E02
D001,S022,8,474,7.230124069,31,0.495260113,0.154710174,0.269857669,5,1.05,85,D001_S022,1,1,D001_S022_S01,5465964471958215562,-2942777785801274587,D001_S022_S01_E01
D001,S022,8,474,7.230124069,31,0.495260113,0.154710174,0.269857669,5,1.05,86,D001_S022,1,2,D001_S022_S01,5465964471958215562,-4934024347700576448,D001_S022_S01_E02
D001,S022,8,474,7.230124069,31,0.495260113,0.154710174,0.269857669,5,1.05,87,D001_S022,2,1,D001_S022_S02,5802003032722188512,-9159488962062046715,D001_S022_S02_E01
D001,S022,8,474,7.230124069,31,0.495260113,0.154710174,0.269857669,5,1.05,88,D001_S022,2,2,D001_S022_S02,5802003032722188512,-4270653851865141356,D001_S022_S02_E02
D001,S023,8,474,7.230124069,249,0.293109713,0.381495942,0.29384703,30,1.05,89,D001_S023,1,1,D001_S023_S01,-5092157955653568351,4634709887117417873,D001_S023_S01_E01
D001,S023,8,474,7.230124069,249,0.293109713,0.381495942,0.29384703,30,1.05,90,D001_S023,1,2,D001_S023_S01,-5092157955653568351,-4418865234592888760,D001_S023_S01_E02
D001,S023,8,474,7.230124069,249,0.293109713,0.381495942,0.29384703,30,1.05,91,D001_S023,2,1,D001_S023_S02,-3395895685944451539,3173200687001230338,D001_S023_S02_E01
D001,S023,8,474,7.230124069,249,0.293109713,0.381495942,0.29384703,30,1.05,92,D001_S023,2,2,D001_S023_S02,-3395895685944451539,-6540594919271464449,D001_S023_S02_E02
D001,S024,8,474,7.230124069,113,0.348269976,0.095285863,0.409466489,28,1.05,93,D001_S024,1,1,D001_S024_S01,-575651989381388964,-3738145340452303040,D001_S024_S01_E01
D001,S024,8,474,7.230124069,113,0.348269976,0.095285863,0.409466489,28,1.05,94,D001_S024,1,2,D001_S024_S01,-575651989381388964,-6055578436385726562,D001_S024_S01_E02
D001,S024,8,474,7.230124069,113,0.348269976,0.095285863,0.409466489,28,1.05,95,D001_S024,2,1,D001_S024_S02,4960787897986882952,2522483255248209913,D001_S024_S02_E01
D001,S024,8,474,7.230124069,113,0.348269976,0.095285863,0.409466489,28,1.05,96,D001_S024,2,2,D001_S024_S02,4960787897986882952,-3353781549269699468,D001_S024_S02_E02
D001,S025,8,474,7.230124069,410,0.214451437,0.12789836,0.094002538,34,1.05,97,D001_S025,1,1,D001_S025_S01,-1172194457568406397,4676469784976732781,D001_S025_S01_E01
D001,S025,8,474,7.230124069,410,0.214451437,0.12789836,0.094002538,34,1.05,98,D001_S025,1,2,D001_S025_S01,-1172194457568406397,-5117827288922371949,D001_S025_S01_E02
D001,S025,8,474,7.230124069,410,0.214451437,0.12789836,0.094002538,34,1.05,99,D001_S025,2,1,D001_S025_S02,-8502884447872466265,-3758121221794434553,D001_S025_S02_E01
D001,S025,8,474,7.230124069,410,0.214451437,0.12789836,0.094002538,34,1.05,100,D001_S025,2,2,D001_S025_S02,-8502884447872466265,5612252984056361998,D001_S025_S02_E02
D001,S026,8,474,7.230124069,600,0.193256125,0.259153683,0.18565311,107,1.05,101,D001_S026,1,1,D001_S026_S01,8841252467954902387,-1927585443316644123,D001_S026_S01_E01
D001,S026,8,474,7.230124069,600,0.193256125,0.259153683,0.18565311,107,1.05,102,D001_S026,1,2,D001_S026_S01,8841252467954902387,-5042209867883542807,D001_S026_S01_E02
D001,S026,8,474,7.230124069,600,0.193256125,0.259153683,0.18565311,107,1.05,103,D001_S026,2,1,D001_S026_S02,-6422675469074142519,8567812226778491522,D001_S026_S02_E01
D001,S026,8,474,7.230124069,600,0.193256125,0.259153683,0.18565311,107,1.05,104,D001_S026,2,2,D001_S026_S02,-6422675469074142519,-2054781548877821299,D001_S026_S02_E02
D001,S027,8,474,7.230124069,70,0.483939677,0.225369653,0.039302168,11,1.05,105,D001_S027,1,1,D001_S027_S01,2589881206022888179,-4301315915469312541,D001_S027_S01_E01
D001,S027,8,474,7.230124069,70,0.483939677,0.225369653,0.039302168,11,1.05,106,D001_S027,1,2,D001_S027_S01,2589881206022888179,488376204640044618,D001_S027_S01_E02
D001,S027,8,474,7.230124069,70,0.483939677,0.225369653,0.039302168,11,1.05,107,D001_S027,2,1,D001_S027_S02,-6824444011339655816,3246139145313433610,D001_S027_S02_E01
D001,S027,8,474,7.230124069,70,0.483939677,0.225369653,0.039302168,11,1.05,108,D001_S027,2,2,D001_S027_S02,-6824444011339655816,3485718407343198420,D001_S027_S02_E02
D001,S028,8,474,7.230124069,159,0.167777479,0.069957712,0.130372357,38,1.05,109,D001_S028,1,1,D001_S028_S01,-4009983657807128511,-1270357896419468942,D001_S028_S01_E01
D001,S028,8,474,7.230124069,159,0.167777479,0.069957712,0.130372357,38,1.05,110,D001_S028,1,2,D001_S028_S01,-4009983657807128511,-6568606568149158441,D001_S028_S01_E02
D001,S028,8,474,7.230124069,159,0.167777479,0.069957712,0.130372357,38,1.05,111,D001_S028,2,1,D001_S028_S02,-6740611830371836420,7710440724458769561,D001_S028_S02_E01
D001,S028,8,474,7.230124069,159,0.167777479,0.069957712,0.130372357,38,1.05,112,D001_S028,2,2,D001_S028_S02,-6740611830371836420,-2178791026607626818,D001_S028_S02_E02
D001,S029,8,474,7.230124069,22,0.090722232,0.036785238,0.101049312,4,1.05,113,D001_S029,1,1,D001_S029_S01,-5775345027478363234,9132159548669017318,D001_S029_S01_E01
D001,S029,8,474,7.230124069,22,0.090722232,0.036785238,0.101049312,4,1.05,114,D001_S029,1,2,D001_S029_S01,-5775345027478363234,-8601797289620798433,D001_S029_S01_E02
D001,S029,8,474,7.230124069,22,0.090722232,0.036785238,0.101049312,4,1.05,115,D001_S029,2,1,D001_S029_S02,7386681324734873434,2205670525025196192,D001_S029_S02_E01
D001,S029,8,474,7.230124069,22,0.090722232,0.036785238,0.101049312,4,1.05,116,D001_S029,2,2,D001_S029_S02,7386681324734873434,-5426934030408241369,D001_S029_S02_E02
D001,S030,8,474,7.230124069,533,0.049123846,0.273615249,0.271891148,28,1.05,117,D001_S030,1,1,D001_S030_S01,7308154220314553407,-5488110288358361834,D001_S030_S01_E01
D001,S030,8,474,7.230124069,533,0.049123846,0.273615249,0.271891148,28,1.05,118,D001_S030,1,2,D001_S030_S01,7308154220314553407,-3169798897584756574,D001_S030_S01_E02
D001,S030,8,474,7.230124069,533,0.049123846,0.273615249,0.271891148,28,1.05,119,D001_S030,2,1,D001_S030_S02,1998664618629285740,4178236843014292163,D001_S030_S02_E01
D001,S030,8,474,7.230124069,533,0.049123846,0.273615249,0.271891148,28,1.05,120,D001_S030,2,2,D001_S030_S02,1998664618629285740,-9119514232781543358,D001_S030_S02_E02
D001,S031,8,474,7.230124069,89,0.002629244,0.11891721,0.012340148,13,1.05,121,D001_S031,1,1,D001_S031_S01,6345531257979094129,4743053669779879430,D001_S031_S01_E01
D001,S031,8,474,7.230124069,89,0.002629244,0.11891721,0.012340148,13,1.05,122,D001_S031,1,2,D001_S031_S01,6345531257979094129,-2198378091109602949,D001_S031_S01_E02
D001,S031,8,474,7.230124069,89,0.002629244,0.11891721,0.012340148,13,1.05,123,D001_S031,2,1,D001_S031_S02,-5598808548258167543,5888623193839946574,D001_S031_S02_E01
D001,S031,8,474,7.230124069,89,0.002629244,0.11891721,0.012340148,13,1.05,124,D001_S031,2,2,D001_S031_S02,-5598808548258167543,-4569763867035957162,D001_S031_S02_E02
D001,S032,8,474,7.230124069,135,0.469888219,0.056365997,0.043821459,28,1.05,125,D001_S032,1,1,D001_S032_S01,-6614954346391031726,-7267974855984619810,D001_S032_S01_E01
D001,S032,8,474,7.230124069,135,0.469888219,0.056365997,0.043821459,28,1.05,126,D001_S032,1,2,D001_S032_S01,-6614954346391031726,7279374006948877715,D001_S032_S01_E02
D001,S032,8,474,7.230124069,135,0.469888219,0.056365997,0.043821459,28,1.05,127,D001_S032,2,1,D001_S032_S02,-1860139055409397444,-8991159841831154428,D001_S032_S02_E01
D001,S032,8,474,7.230124069,135,0.469888219,0.056365997,0.043821459,28,1.05,128,D001_S032,2,2,D001_S032_S02,-1860139055409397444,-2042177203485384472,D001_S032_S02_E02
D002,S001,3,167,1.576274442,544,0.015441285,0.39993713,0.047767101,12,1.05,129,D002_S001,1,1,D002_S001_S01,273673038037569468,-5357341517521288951,D002_S001_S01_E01
D002,S001,3,167,1.576274442,544,0.015441285,0.39993713,0.047767101,12,1.05,130,D002_S001,1,2,D002_S001_S01,273673038037569468,-6927837836785783380,D002_S001_S01_E02
D002,S001,3,167,1.576274442,544,0.015441285,0.39993713,0.047767101,12,1.05,131,D002_S001,2,1,D002_S001_S02,1513121370803794461,4183749038765337130,D002_S001_S02_E01
D002,S001,3,167,1.576274442,544,0.015441285,0.39993713,0.047767101,12,1.05,132,D002_S001,2,2,D002_S001_S02,1513121370803794461,729162489952469233,D002_S001_S02_E02
D002,S002,3,167,1.576274442,27,0.381805437,0.01616482,0.491613692,4,1.05,133,D002_S002,1,1,D002_S002_S01,-738056402705917923,-2526362554979535716,D002_S002_S01_E01
D002,S002,3,167,1.576274442,27,0.381805437,0.01616482,0.491613692,4,1.05,134,D002_S002,1,2,D002_S002_S01,-738056402705917923,-7110806402933359250,D002_S002_S01_E02
D002,S002,3,167,1.576274442,27,0.381805437,0.01616482,0.491613692,4,1.05,135,D002_S002,2,1,D002_S002_S02,8115264796617768882,-9018897522686883164,D002_S002_S02_E01
D002,S002,3,167,1.576274442,27,0.381805437,0.01616482,0.491613692,4,1.05,136,D002_S002,2,2,D002_S002_S02,8115264796617768882,8799783987875948966,D002_S002_S02_E02
D002,S003,3,167,1.576274442,797,0.372992677,0.000386491,0.00152113,169,1.05,137,D002_S003,1,1,D002_S003_S01,-433285061038118696,-4224675516730506117,D002_S003_S01_E01
D002,S003,3,167,1.576274442,797,0.372992677,0.000386491,0.00152113,169,1.05,138,D002_S003,1,2,D002_S003_S01,-433285061038118696,9056488079191148931,D002_S003_S01_E02
D002,S003,3,167,1.576274442,797,0.372992677,0.000386491,0.00152113,169,1.05,139,D002_S003,2,1,D002_S003_S02,1780432921125618769,-4787164280805103382,D002_S003_S02_E01
D002,S003,3,167,1.576274442,797,0.372992677,0.000386491,0.00152113,169,1.05,140,D002_S003,2,2,D002_S003_S02,1780432921125618769,8999920685769812971,D002_S003_S02_E02
D002,S004,3,167,1.576274442,585,0.392959459,0.39457393,0.498815231,30,1.05,141,D002_S004,1,1,D002_S004_S01,-4110490033698736934,-1560179111245047469,D002_S004_S01_E01
D002,S004,3,167,1.576274442,585,0.392959459,0.39457393,0.498815231,30,1.05,142,D002_S004,1,2,D002_S004_S01,-4110490033698736934,3966385289248319426,D002_S004_S01_E02
D002,S004,3,167,1.576274442,585,0.392959459,0.39457393,0.498815231,30,1.05,143,D002_S004,2,1,D002_S004_S02,-6783519839367585114,8669385637173749889,D002_S004_S02_E01
D002,S004,3,167,1.576274442,585,0.392959459,0.39457393,0.498815231,30,1.05,144,D002_S004,2,2,D002_S004_S02,-6783519839367585114,7534845125876351374,D002_S004_S02_E02
D002,S005,3,167,1.576274442,36,0.042568944,0.004280635,0.087293441,3,1.05,145,D002_S005,1,1,D002_S005_S01,-1702351943026182921,5532189936363512374,D002_S005_S01_E01
D002,S005,3,167,1.576274442,36,0.042568944,0.004280635,0.087293441,3,1.05,146,D002_S005,1,2,D002_S005_S01,-1702351943026182921,1181706350028310452,D002_S005_S01_E02
D002,S005,3,167,1.576274442,36,0.042568944,0.004280635,0.087293441,3,1.05,147,D002_S005,2,1,D002_S005_S02,-235482588728978326,9217493610761225142,D002_S005_S02_E01
D002,S005,3,167,1.576274442,36,0.042568944,0.004280635,0.087293441,3,1.05,148,D002_S005,2,2,D002_S005_S02,-235482588728978326,-335808296411508722,D002_S005_S02_E02
D002,S006,3,167,1.576274442,505,0.055050564,0.385744929,0.323573274,126,1.05,149,D002_S006,1,1,D002_S006_S01,-8139733215824665842,-4654548724255983896,D002_S006_S01_E01
