design_id,operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,number_of_attackers,transaction_arrival_rate,execution_index,manifest_pair_id,network_instance,event_replication,network_realization_id,network_seed,event_seed,run_id
D126,O005,8,60,8.0,472,0.458927508,0.08115278,0.018055532,8,6.63845585,2011,D126_O005,2,1,D126_O005_S02,8814243001950685305,2285877231575768191,D126_O005_S02_E01
D126,O005,8,60,8.0,472,0.458927508,0.08115278,0.018055532,8,6.63845585,2012,D126_O005,2,2,D126_O005_S02,8814243001950685305,-8358128328614616661,D126_O005_S02_E02
D126,O051,8,60,8.0,264,0.415458501,0.161179135,0.311726789,12,69.65120574,2013,D126_O051,1,1,D126_O051_S01,-864756157743533392,7098884663567935998,D126_O051_S01_E01
D126,O051,8,60,8.0,264,0.415458501,0.161179135,0.311726789,12,69.65120574,2014,D126_O051,1,2,D126_O051_S01,-864756157743533392,5908879891768446282,D126_O051_S01_E02
D126,O051,8,60,8.0,264,0.415458501,0.161179135,0.311726789,12,69.65120574,2015,D126_O051,2,1,D126_O051_S02,-6174089225382927967,-6134465130088316019,D126_O051_S02_E01
D126,O051,8,60,8.0,264,0.415458501,0.161179135,0.311726789,12,69.65120574,2016,D126_O051,2,2,D126_O051_S02,-6174089225382927967,-4202359596325786429,D126_O051_S02_E02
D126,O035,8,60,8.0,173,0.041159595,0.256897351,0.341435098,22,84.2245772,2017,D126_O035,1,1,D126_O035_S01,1354683597924049480,4663148225406476957,D126_O035_S01_E01
D126,O035,8,60,8.0,173,0.041159595,0.256897351,0.341435098,22,84.2245772,2018,D126_O035,1,2,D126_O035_S01,1354683597924049480,1096280153692573511,D126_O035_S01_E02
D126,O035,8,60,8.0,173,0.041159595,0.256897351,0.341435098,22,84.2245772,2019,D126_O035,2,1,D126_O035_S02,8068801172624889082,6191602470740996942,D126_O035_S02_E01
D126,O035,8,60,8.0,173,0.041159595,0.256897351,0.341435098,22,84.2245772,2020,D126_O035,2,2,D126_O035_S02,8068801172624889082,1825341470558929492,D126_O035_S02_E02
D126,O061,8,60,8.0,27,0.381805437,0.01616482,0.491613692,4,2.316159499,2021,D126_O061,1,1,D126_O061_S01,-1504207805330426069,-943375193842061043,D126_O061_S01_E01
D126,O061,8,60,8.0,27,0.381805437,0.01616482,0.491613692,4,2.316159499,2022,D126_O061,1,2,D126_O061_S01,-1504207805330426069,6376083697518109004,D126_O061_S01_E02
D126,O061,8,60,8.0,27,0.381805437,0.01616482,0.491613692,4,2.316159499,2023,D126_O061,2,1,D126_O061_S02,414432829728844084,-6123027144435978849,D126_O061_S02_E01
D126,O061,8,60,8.0,27,0.381805437,0.01616482,0.491613692,4,2.316159499,2024,D126_O061,2,2,D126_O061_S02,414432829728844084,1163167593021993718,D126_O061_S02_E02
D126,O041,8,60,8.0,49,0.297735298,0.268205888,0.212580592,7,7.958345483,2025,D126_O041,1,1,D126_O041_S01,-6497020467848504210,6286678302081547590,D126_O041_S01_E01
D126,O041,8,60,8.0,49,0.297735298,0.268205888,0.212580592,7,7.958345483,2026,D126_O041,1,2,D126_O041_S01,-6497020467848504210,838678449280602683,D126_O041_S01_E02
D126,O041,8,60,8.0,49,0.297735298,0.268205888,0.212580592,7,7.958345483,2027,D126_O041,2,1,D126_O041_S02,2053206597980115913,-325553102128781953,D126_O041_S02_E01
D126,O041,8,60,8.0,49,0.297735298,0.268205888,0.212580592,7,7.958345483,2028,D126_O041,2,2,D126_O041_S02,2053206597980115913,-3375934173852821172,D126_O041_S02_E02
D126,O063,8,60,8.0,159,0.167777479,0.069957712,0.130372357,38,93.05161657,2029,D126_O063,1,1,D126_O063_S01,-4063119491131852260,-4057756322281216779,D126_O063_S01_E01
D126,O063,8,60,8.0,159,0.167777479,0.069957712,0.130372357,38,93.05161657,2030,D126_O063,1,2,D126_O063_S01,-4063119491131852260,-3735433238324715135,D126_O063_S01_E02
D126,O063,8,60,8.0,159,0.167777479,0.069957712,0.130372357,38,93.05161657,2031,D126_O063,2,1,D126_O063_S02,-742751956579992085,6458353029446878221,D126_O063_S02_E01
D126,O063,8,60,8.0,159,0.167777479,0.069957712,0.130372357,38,93.05161657,2032,D126_O063,2,2,D126_O063_S02,-742751956579992085,4979758585414337763,D126_O063_S02_E02
D126,O019,8,60,8.0,24,0.431629638,0.254066717,0.253740338,1,81.84181276,2033,D126_O019,1,1,D126_O019_S01,-7196400589698956541,7573001383723754501,D126_O019_S01_E01
D126,O019,8,60,8.0,24,0.431629638,0.254066717,0.253740338,1,81.84181276,2034,D126_O019,1,2,D126_O019_S01,-7196400589698956541,902724869413726702,D126_O019_S01_E02
D126,O019,8,60,8.0,24,0.431629638,0.254066717,0.253740338,1,81.84181276,2035,D126_O019,2,1,D126_O019_S02,-2955007442270424852,652584589502859090,D126_O019_S02_E01
D126,O019,8,60,8.0,24,0.431629638,0.254066717,0.253740338,1,81.84181276,2036,D126_O019,2,2,D126_O019_S02,-2955007442270424852,9081164669978102483,D126_O019_S02_E02
D126,O012,8,60,8.0,121,0.018977159,0.042108472,0.106166432,7,1.324950388,2037,D126_O012,1,1,D126_O012_S01,-8842683336950927715,-9034336869942763611,D126_O012_S01_E01
D126,O012,8,60,8.0,121,0.018977159,0.042108472,0.106166432,7,1.324950388,2038,D126_O012,1,2,D126_O012_S01,-8842683336950927715,-3761737971284264404,D126_O012_S01_E02
D126,O012,8,60,8.0,121,0.018977159,0.042108472,0.106166432,7,1.324950388,2039,D126_O012,2,1,D126_O012_S02,-828431591745146444,5674908780743679487,D126_O012_S02_E01
D126,O012,8,60,8.0,121,0.018977159,0.042108472,0.106166432,7,1.324950388,2040,D126_O012,2,2,D126_O012_S02,-828431591745146444,-4179022079288590027,D126_O012_S02_E02
D126,O043,8,60,8.0,936,0.154267686,0.332919895,0.389161836,211,3.031297441,2041,D126_O043,1,1,D126_O043_S01,-1573016144565302503,-1764490431432151243,D126_O043_S01_E01
D126,O043,8,60,8.0,936,0.154267686,0.332919895,0.389161836,211,3.031297441,2042,D126_O043,1,2,D126_O043_S01,-1573016144565302503,-8559937770939533321,D126_O043_S01_E02
D126,O043,8,60,8.0,936,0.154267686,0.332919895,0.389161836,211,3.031297441,2043,D126_O043,2,1,D126_O043_S02,-8094596585741576782,4143484558485332224,D126_O043_S02_E01
D126,O043,8,60,8.0,936,0.154267686,0.332919895,0.389161836,211,3.031297441,2044,D126_O043,2,2,D126_O043_S02,-8094596585741576782,5713250849738626682,D126_O043_S02_E02
D126,O020,8,60,8.0,113,0.348269976,0.095285863,0.409466489,28,177.5293199,2045,D126_O020,1,1,D126_O020_S01,-1157874397833592921,-7906167836735291121,D126_O020_S01_E01
D126,O020,8,60,8.0,113,0.348269976,0.095285863,0.409466489,28,177.5293199,2046,D126_O020,1,2,D126_O020_S01,-1157874397833592921,-6982963672799757985,D126_O020_S01_E02
D126,O020,8,60,8.0,113,0.348269976,0.095285863,0.409466489,28,177.5293199,2047,D126_O020,2,1,D126_O020_S02,-742553695027030843,4589723085195502407,D126_O020_S02_E01
D126,O020,8,60,8.0,113,0.348269976,0.095285863,0.409466489,28,177.5293199,2048,D126_O020,2,2,D126_O020_S02,-742553695027030843,-1868938376718369774,D126_O020_S02_E02
D126,O038,8,60,8.0,765,0.137328547,0.153890662,0.395745604,73,17.92553553,2049,D126_O038,1,1,D126_O038_S01,4720554532674375761,8093366824724697829,D126_O038_S01_E01
D126,O038,8,60,8.0,765,0.137328547,0.153890662,0.395745604,73,17.92553553,2050,D126_O038,1,2,D126_O038_S01,4720554532674375761,-499924396342776073,D126_O038_S01_E02
D126,O038,8,60,8.0,765,0.137328547,0.153890662,0.395745604,73,17.92553553,2051,D126_O038,2,1,D126_O038_S02,3942622053848089567,3899084267802793582,D126_O038_S02_E01
D126,O038,8,60,8.0,765,0.137328547,0.153890662,0.395745604,73,17.92553553,2052,D126_O038,2,2,D126_O038_S02,3942622053848089567,7792766718299125239,D126_O038_S02_E02
D126,O010,8,60,8.0,78,0.42428609,0.04657399,0.47291634,6,42.11936173,2053,D126_O010,1,1,D126_O010_S01,-7721727236500350973,-3891983113910067272,D126_O010_S01_E01
D126,O010,8,60,8.0,78,0.42428609,0.04657399,0.47291634,6,42.11936173,2054,D126_O010,1,2,D126_O010_S01,-7721727236500350973,-5230884026226740648,D126_O010_S01_E02
D126,O010,8,60,8.0,78,0.42428609,0.04657399,0.47291634,6,42.11936173,2055,D126_O010,2,1,D126_O010_S02,-3332268219394474189,-7052822194284454052,D126_O010_S02_E01
D126,O010,8,60,8.0,78,0.42428609,0.04657399,0.47291634,6,42.11936173,2056,D126_O010,2,2,D126_O010_S02,-3332268219394474189,6881947363481889798,D126_O010_S02_E02
D126,O053,8,60,8.0,251,0.008437374,0.219704544,0.077608614,11,28.50121375,2057,D126_O053,1,1,D126_O053_S01,6930046149496906299,5394391461974307559,D126_O053_S01_E01
D126,O053,8,60,8.0,251,0.008437374,0.219704544,0.077608614,11,28.50121375,2058,D126_O053,1,2,D126_O053_S01,6930046149496906299,-68502857915127082,D126_O053_S01_E02
D126,O053,8,60,8.0,251,0.008437374,0.219704544,0.077608614,11,28.50121375,2059,D126_O053,2,1,D126_O053_S02,5057788396348493765,-8799519920968473831,D126_O053_S02_E01
D126,O053,8,60,8.0,251,0.008437374,0.219704544,0.077608614,11,28.50121375,2060,D126_O053,2,2,D126_O053_S02,5057788396348493765,179706900980603409,D126_O053_S02_E02
D126,O032,8,60,8.0,449,0.47407037,0.293964396,0.333868972,86,0.300780128,2061,D126_O032,1,1,D126_O032_S01,6987666420483305929,-4004633890149128803,D126_O032_S01_E01
D126,O032,8,60,8.0,449,0.47407037,0.293964396,0.333868972,86,0.300780128,2062,D126_O032,1,2,D126_O032_S01,6987666420483305929,5949161867965096115,D126_O032_S01_E02
D126,O032,8,60,8.0,449,0.47407037,0.293964396,0.333868972,86,0.300780128,2063,D126_O032,2,1,D126_O032_S02,7046847215272181253,-3027207410467183936,D126_O032_S02_E01
D126,O032,8,60,8.0,449,0.47407037,0.293964396,0.333868972,86,0.300780128,2064,D126_O032,2,2,D126_O032_S02,7046847215272181253,6228046720702706476,D126_O032_S02_E02
D126,O083,8,60,8.0,89,0.002629244,0.11891721,0.012340148,13,12.74243526,2065,D126_O083,1,1,D126_O083_S01,1620904521574017187,-1043307004486847754,D126_O083_S01_E01
D126,O083,8,60,8.0,89,0.002629244,0.11891721,0.012340148,13,12.74243526,2066,D126_O083,1,2,D126_O083_S01,1620904521574017187,8974919843100169136,D126_O083_S01_E02
D126,O083,8,60,8.0,89,0.002629244,0.11891721,0.012340148,13,12.74243526,2067,D126_O083,2,1,D126_O083_S02,8617575388467281773,-7900527149547232904,D126_O083_S02_E01
D126,O083,8,60,8.0,89,0.002629244,0.11891721,0.012340148,13,12.74243526,2068,D126_O083,2,2,D126_O083_S02,8617575388467281773,3014333157988405935,D126_O083_S02_E02
D126,O050,8,60,8.0,322,0.206052109,0.123509785,0.230258857,78,3.759828934,2069,D126_O050,1,1,D126_O050_S01,-7548270437611324898,4260545645526434170,D126_O050_S01_E01
D126,O050,8,60,8.0,322,0.206052109,0.123509785,0.230258857,78,3.759828934,2070,D126_O050,1,2,D126_O050_S01,-7548270437611324898,9026831615269623886,D126_O050_S01_E02
D126,O050,8,60,8.0,322,0.206052109,0.123509785,0.230258857,78,3.759828934,2071,D126_O050,2,1,D126_O050_S02,-7642622241729406304,-8560982424908987469,D126_O050_S02_E01
D126,O050,8,60,8.0,322,0.206052109,0.123509785,0.230258857,78,3.759828934,2072,D126_O050,2,2,D126_O050_S02,-7642622241729406304,-1719053643414029785,D126_O050_S02_E02
D126,O084,8,60,8.0,797,0.372992677,0.000386491,0.00152113,169,183.7215225,2073,D126_O084,1,1,D126_O084_S01,-8044048062543615698,3785553174067259946,D126_O084_S01_E01
D126,O084,8,60,8.0,797,0.372992677,0.000386491,0.00152113,169,183.7215225,2074,D126_O084,1,2,D126_O084_S01,-8044048062543615698,-7480486995483561724,D126_O084_S01_E02
D126,O084,8,60,8.0,797,0.372992677,0.000386491,0.00152113,169,183.7215225,2075,D126_O084,2,1,D126_O084_S02,-4565324422150732760,8109271852128869519,D126_O084_S02_E01
D126,O084,8,60,8.0,797,0.372992677,0.000386491,0.00152113,169,183.7215225,2076,D126_O084,2,2,D126_O084_S02,-4565324422150732760,2879049468138997576,D126_O084_S02_E02
D126,O027,8,60,8.0,120,0.173792118,0.275390581,0.115990185,1,0.762601256,2077,D126_O027,1,1,D126_O027_S01,-1142548788626464437,-7218399485087322599,D126_O027_S01_E01
D126,O027,8,60,8.0,120,0.173792118,0.275390581,0.115990185,1,0.762601256,2078,D126_O027,1,2,D126_O027_S01,-1142548788626464437,5709626124853708772,D126_O027_S01_E02
D126,O027,8,60,8.0,120,0.173792118,0.275390581,0.115990185,1,0.762601256,2079,D126_O027,2,1,D126_O027_S02,-3383734878576999567,-1766342820808357519,D126_O027_S02_E01
D126,O027,8,60,8.0,120,0.173792118,0.275390581,0.115990185,1,0.762601256,2080,D126_O027,2,2,D126_O027_S02,-3383734878576999567,-1323734472707024837,D126_O027_S02_E02
D126,O023,8,60,8.0,410,0.214451437,0.12789836,0.094002538,34,36.63384659,2081,D126_O023,1,1,D126_O023_S01,-8421894269104884291,-508805283407820075,D126_O023_S01_E01
D126,O023,8,60,8.0,410,0.214451437,0.12789836,0.094002538,34,36.63384659,2082,D126_O023,1,2,D126_O023_S01,-8421894269104884291,2303728011162695366,D126_O023_S01_E02
D126,O023,8,60,8.0,410,0.214451437,0.12789836,0.094002538,34,36.63384659,2083,D126_O023,2,1,D126_O023_S02,-7857476302980647264,-6925056167763118926,D126_O023_S02_E01
D126,O023,8,60,8.0,410,0.214451437,0.12789836,0.094002538,34,36.63384659,2084,D126_O023,2,2,D126_O023_S02,-7857476302980647264,-4821690870168848495,D126_O023_S02_E02
D126,O047,8,60,8.0,32,0.457593053,0.357426009,0.365235909,4,4.910164617,2085,D126_O047,1,1,D126_O047_S01,3408619710508267072,-6788112001485638560,D126_O047_S01_E01
D126,O047,8,60,8.0,32,0.457593053,0.357426009,0.365235909,4,4.910164617,2086,D126_O047,1,2,D126_O047_S01,3408619710508267072,7494580251148288835,D126_O047_S01_E02
D126,O047,8,60,8.0,32,0.457593053,0.357426009,0.365235909,4,4.910164617,2087,D126_O047,2,1,D126_O047_S02,-3203807222754720707,-829606145167127406,D126_O047_S02_E01
D126,O047,8,60,8.0,32,0.457593053,0.357426009,0.365235909,4,4.910164617,2088,D126_O047,2,2,D126_O047_S02,-3203807222754720707,8165359433760143037,D126_O047_S02_E02
D126,O067,8,60,8.0,60,0.359928689,0.02076874,0.174232425,6,1.61494416,2089,D126_O067,1,1,D126_O067_S01,-8082441439725728051,8958754450508380202,D126_O067_S01_E01
D126,O067,8,60,8.0,60,0.359928689,0.02076874,0.174232425,6,1.61494416,2090,D126_O067,1,2,D126_O067_S01,-8082441439725728051,221340826078117888,D126_O067_S01_E02
D126,O067,8,60,8.0,60,0.359928689,0.02076874,0.174232425,6,1.61494416,2091,D126_O067,2,1,D126_O067_S02,-6976325963736747204,-3110349282793790735,D126_O067_S02_E01
D126,O067,8,60,8.0,60,0.359928689,0.02076874,0.174232425,6,1.61494416,2092,D126_O067,2,2,D126_O067_S02,-6976325963736747204,1586673853459459963,D126_O067_S02_E02
D126,O074,8,60,8.0,36,0.042568944,0.004280635,0.087293441,3,32.45822437,2093,D126_O074,1,1,D126_O074_S01,-6551786838330338667,-1517476922843294474,D126_O074_S01_E01
D126,O074,8,60,8.0,36,0.042568944,0.004280635,0.087293441,3,32.45822437,2094,D126_O074,1,2,D126_O074_S01,-6551786838330338667,-621122263636807195,D126_O074_S01_E02
D126,O074,8,60,8.0,36,0.042568944,0.004280635,0.087293441,3,32.45822437,2095,D126_O074,2,1,D126_O074_S02,-7768624695146662415,7511467004126970329,D126_O074_S02_E01
D126,O074,8,60,8.0,36,0.042568944,0.004280635,0.087293441,3,32.45822437,2096,D126_O074,2,2,D126_O074_S02,-7768624695146662415,2287848814577594304,D126_O074_S02_E02
D126,O092,8,60,8.0,303,0.442706311,0.172267227,0.436491903,53,49.43676881,2097,D126_O092,1,1,D126_O092_S01,-5030312846476348458,-5513394890953506554,D126_O092_S01_E01
D126,O092,8,60,8.0,303,0.442706311,0.172267227,0.436491903,53,49.43676881,2098,D126_O092,1,2,D126_O092_S01,-5030312846476348458,-7480815170321168765,D126_O092_S01_E02
D126,O092,8,60,8.0,303,0.442706311,0.172267227,0.436491903,53,49.43676881,2099,D126_O092,2,1,D126_O092_S02,-8329257073584824402,-2606993947111964288,D126_O092_S02_E01
D126,O092,8,60,8.0,303,0.442706311,0.172267227,0.436491903,53,49.43676881,2100,D126_O092,2,2,D126_O092_S02,-8329257073584824402,8392058165910029207,D126_O092_S02_E02
D126,O045,8,60,8.0,692,0.331104768,0.086465045,0.220042135,59,2.446579259,2101,D126_O045,1,1,D126_O045_S01,1536437250096468570,-7778312652956439630,D126_O045_S01_E01
D126,O045,8,60,8.0,692,0.331104768,0.086465045,0.220042135,59,2.446579259,2102,D126_O045,1,2,D126_O045_S01,1536437250096468570,5029057497543425480,D126_O045_S01_E02
D126,O045,8,60,8.0,692,0.331104768,0.086465045,0.220042135,59,2.446579259,2103,D126_O045,2,1,D126_O045_S02,-1078374885567766991,8185567119456957621,D126_O045_S02_E01
D126,O045,8,60,8.0,692,0.331104768,0.086465045,0.220042135,59,2.446579259,2104,D126_O045,2,2,D126_O045_S02,-1078374885567766991,134192894181269886,D126_O045_S02_E02
D126,O093,8,60,8.0,25,0.276275035,0.078153424,0.291384582,1,113.884693,2105,D126_O093,1,1,D126_O093_S01,-2950251259507639076,-702881394017189936,D126_O093_S01_E01
D126,O093,8,60,8.0,25,0.276275035,0.078153424,0.291384582,1,113.884693,2106,D126_O093,1,2,D126_O093_S01,-2950251259507639076,5111956940551733113,D126_O093_S01_E02
D126,O093,8,60,8.0,25,0.276275035,0.078153424,0.291384582,1,113.884693,2107,D126_O093,2,1,D126_O093_S02,1988627651516150760,1077861493064693465,D126_O093_S02_E01
D126,O093,8,60,8.0,25,0.276275035,0.078153424,0.291384582,1,113.884693,2108,D126_O093,2,2,D126_O093_S02,1988627651516150760,6592344955085154106,D126_O093_S02_E02
D126,O055,8,60,8.0,143,0.09821222,0.163666817,0.285033773,17,0.841444693,2109,D126_O055,1,1,D126_O055_S01,-8115361736701962128,655580591416258907,D126_O055_S01_E01
D126,O055,8,60,8.0,143,0.09821222,0.163666817,0.285033773,17,0.841444693,2110,D126_O055,1,2,D126_O055_S01,-8115361736701962128,-43151239646057117,D126_O055_S01_E02
D126,O055,8,60,8.0,143,0.09821222,0.163666817,0.285033773,17,0.841444693,2111,D126_O055,2,1,D126_O055_S02,-3208189703735631023,-2129972421364118928,D126_O055_S02_E01
D126,O055,8,60,8.0,143,0.09821222,0.163666817,0.285033773,17,0.841444693,2112,D126_O055,2,2,D126_O055_S02,-3208189703735631023,5868597795288026245,D126_O055_S02_E02
D072,O006,2,70,1.415804904,26,0.466438896,0.19990199,0.36047691,5,0.348095277,2113,D072_O006,1,1,D072_O006_S01,-2167372256512904603,-3614914843073758399,D072_O006_S01_E01
D072,O006,2,70,1.415804904,26,0.466438896,0.19990199,0.36047691,5,0.348095277,2114,D072_O006,1,2,D072_O006_S01,-2167372256512904603,6131883842205861582,D072_O006_S01_E02
D072,O006,2,70,1.415804904,26,0.466438896,0.19990199,0.36047691,5,0.348095277,2115,D072_O006,2,1,D072_O006_S02,-273401726714893033,-540446442073095347,D072_O006_S02_E01
D072,O006,2,70,1.415804904,26,0.466438896,0.19990199,0.36047691,5,0.348095277,2116,D072_O006,2,2,D072_O006_S02,-273401726714893033,-6877412483556604897,D072_O006_S02_E02
D072,O071,2,70,1.415804904,830,0.025772238,0.059916076,0.006124037,1,27.136745,2117,D072_O071,1,1,D072_O071_S01,8675188413881837241,-6919903637289433516,D072_O071_S01_E01
D072,O071,2,70,1.415804904,830,0.025772238,0.059916076,0.006124037,1,27.136745,2118,D072_O071,1,2,D072_O071_S01,8675188413881837241,1749132504032579760,D072_O071_S01_E02
D072,O071,2,70,1.415804904,830,0.025772238,0.059916076,0.006124037,1,27.136745,2119,D072_O071,2,1,D072_O071_S02,-7470816243204010413,611452576229006817,D072_O071_S02_E01
D072,O071,2,70,1.415804904,830,0.025772238,0.059916076,0.006124037,1,27.136745,2120,D072_O071,2,2,D072_O071_S02,-7470816243204010413,-8417804431910044087,D072_O071_S02_E02
D072,O014,2,70,1.415804904,505,0.055050564,0.385744929,0.323573274,126,110.1770912,2121,D072_O014,1,1,D072_O014_S01,-4449500201575758502,-3295659970940747762,D072_O014_S01_E01
D072,O014,2,70,1.415804904,505,0.055050564,0.385744929,0.323573274,126,110.1770912,2122,D072_O014,1,2,D072_O014_S01,-4449500201575758502,-4926291896318025553,D072_O014_S01_E02
D072,O014,2,70,1.415804904,505,0.055050564,0.385744929,0.323573274,126,110.1770912,2123,D072_O014,2,1,D072_O014_S02,-8047507718955099189,8236340577791758687,D072_O014_S02_E01
D072,O014,2,70,1.415804904,505,0.055050564,0.385744929,0.323573274,126,110.1770912,2124,D072_O014,2,2,D072_O014_S02,-8047507718955099189,-5460614535510398728,D072_O014_S02_E02
D072,O017,2,70,1.415804904,47,0.235947901,0.205558573,0.450421949,1,164.8324972,2125,D072_O017,1,1,D072_O017_S01,5810710926235090364,498877247476888103,D072_O017_S01_E01
D072,O017,2,70,1.415804904,47,0.235947901,0.205558573,0.450421949,1,164.8324972,2126,D072_O017,1,2,D072_O017_S01,5810710926235090364,-4919195700516648236,D072_O017_S01_E02
D072,O017,2,70,1.415804904,47,0.235947901,0.205558573,0.450421949,1,164.8324972,2127,D072_O017,2,1,D072_O017_S02,1564728555785408438,4462469405063854517,D072_O017_S02_E01
D072,O017,2,70,1.415804904,47,0.235947901,0.205558573,0.450421949,1,164.8324972,2128,D072_O017,2,2,D072_O017_S02,1564728555785408438,-2654086838145671891,D072_O017_S02_E02
D072,O086,2,70,1.415804904,135,0.469888219,0.056365997,0.043821459,28,104.8428427,2129,D072_O086,1,1,D072_O086_S01,-2050707283453334051,7432076299148760493,D072_O086_S01_E01
D072,O086,2,70,1.415804904,135,0.469888219,0.056365997,0.043821459,28,104.8428427,2130,D072_O086,1,2,D072_O086_S01,-2050707283453334051,-4918825072455128199,D072_O086_S01_E02
D072,O086,2,70,1.415804904,135,0.469888219,0.056365997,0.043821459,28,104.8428427,2131,D072_O086,2,1,D072_O086_S02,-2012829983986100419,-1848072191049708355,D072_O086_S02_E01
D072,O086,2,70,1.415804904,135,0.469888219,0.056365997,0.043821459,28,104.8428427,2132,D072_O086,2,2,D072_O086_S02,-2012829983986100419,-5921797402710715845,D072_O086_S02_E02
D072,O068,2,70,1.415804904,871,0.148525779,0.2389906,0.43126666,22,0.497358766,2133,D072_O068,1,1,D072_O068_S01,1464910877701014530,6305352659468821393,D072_O068_S01_E01
D072,O068,2,70,1.415804904,871,0.148525779,0.2389906,0.43126666,22,0.497358766,2134,D072_O068,1,2,D072_O068_S01,1464910877701014530,8532264232153250669,D072_O068_S01_E02
D072,O068,2,70,1.415804904,871,0.148525779,0.2389906,0.43126666,22,0.497358766,2135,D072_O068,2,1,D072_O068_S02,6017743962004617825,-3786557785985059457,D072_O068_S02_E01
D072,O068,2,70,1.415804904,871,0.148525779,0.2389906,0.43126666,22,0.497358766,2136,D072_O068,2,2,D072_O068_S02,6017743962004617825,-3046369195147275908,D072_O068_S02_E02
D072,O088,2,70,1.415804904,74,0.028069089,0.054085246,0.202673962,14,1.078517773,2137,D072_O088,1,1,D072_O088_S01,-3447874404750154471,-24720121185240675,D072_O088_S01_E01
D072,O088,2,70,1.415804904,74,0.028069089,0.054085246,0.202673962,14,1.078517773,2138,D072_O088,1,2,D072_O088_S01,-3447874404750154471,7452396351213520409,D072_O088_S01_E02
D072,O088,2,70,1.415804904,74,0.028069089,0.054085246,0.202673962,14,1.078517773,2139,D072_O088,2,1,D072_O088_S02,-5045538318069290958,-8379723325429171692,D072_O088_S02_E01
D072,O088,2,70,1.415804904,74,0.028069089,0.054085246,0.202673962,14,1.078517773,2140,D072_O088,2,2,D072_O088_S02,-5045538318069290958,-1758329117162527111,D072_O088_S02_E02
D072,O004,2,70,1.415804904,544,0.015441285,0.39993713,0.047767101,12,1.106719372,2141,D072_O004,1,1,D072_O004_S01,5949183421811958876,-4389174099154623418,D072_O004_S01_E01
D072,O004,2,70,1.415804904,544,0.015441285,0.39993713,0.047767101,12,1.106719372,2142,D072_O004,1,2,D072_O004_S01,5949183421811958876,7109318042106213074,D072_O004_S01_E02
D072,O004,2,70,1.415804904,544,0.015441285,0.39993713,0.047767101,12,1.106719372,2143,D072_O004,2,1,D072_O004_S02,-7973735524293315639,-3995901164788641792,D072_O004_S02_E01
D072,O004,2,70,1.415804904,544,0.015441285,0.39993713,0.047767101,12,1.106719372,2144,D072_O004,2,2,D072_O004_S02,-7973735524293315639,-3688135340339189818,D072_O004_S02_E02
D072,O044,2,70,1.415804904,721,0.432376139,0.324925408,0.144007894,148,5.8693638,2145,D072_O044,1,1,D072_O044_S01,5816529624266582648,8670256419941339226,D072_O044_S01_E01
D072,O044,2,70,1.415804904,721,0.432376139,0.324925408,0.144007894,148,5.8693638,2146,D072_O044,1,2,D072_O044_S01,5816529624266582648,-8480573315756680510,D072_O044_S01_E02
D072,O044,2,70,1.415804904,721,0.432376139,0.324925408,0.144007894,148,5.8693638,2147,D072_O044,2,1,D072_O044_S02,-7447365980275234103,-2355098330727690906,D072_O044_S02_E01
D072,O044,2,70,1.415804904,721,0.432376139,0.324925408,0.144007894,148,5.8693638,2148,D072_O044,2,2,D072_O044_S02,-7447365980275234103,-3505913383226602885,D072_O044_S02_E02
D072,O039,2,70,1.415804904,48,0.232718262,0.17994217,0.033136716,1,10.37640356,2149,D072_O039,1,1,D072_O039_S01,442810760709225286,8877096200232903362,D072_O039_S01_E01
D072,O039,2,70,1.415804904,48,0.232718262,0.17994217,0.033136716,1,10.37640356,2150,D072_O039,1,2,D072_O039_S01,442810760709225286,-1855700882883884021,D072_O039_S01_E02
D072,O039,2,70,1.415804904,48,0.232718262,0.17994217,0.033136716,1,10.37640356,2151,D072_O039,2,1,D072_O039_S02,-6212216669672062897,1354279817683615101,D072_O039_S02_E01
D072,O039,2,70,1.415804904,48,0.232718262,0.17994217,0.033136716,1,10.37640356,2152,D072_O039,2,2,D072_O039_S02,-6212216669672062897,1181522933747525458,D072_O039_S02_E02
D072,O002,2,70,1.415804904,71,0.386957289,0.33590604,0.423756547,16,307.2750649,2153,D072_O002,1,1,D072_O002_S01,1490519192920419451,-5632134494555343549,D072_O002_S01_E01
D072,O002,2,70,1.415804904,71,0.386957289,0.33590604,0.423756547,16,307.2750649,2154,D072_O002,1,2,D072_O002_S01,1490519192920419451,6114058056868779910,D072_O002_S01_E02
D072,O002,2,70,1.415804904,71,0.386957289,0.33590604,0.423756547,16,307.2750649,2155,D072_O002,2,1,D072_O002_S02,8471572121610412929,3885377674399280072,D072_O002_S02_E01
D072,O002,2,70,1.415804904,71,0.386957289,0.33590604,0.423756547,16,307.2750649,2156,D072_O002,2,2,D072_O002_S02,8471572121610412929,-2711413934829341168,D072_O002_S02_E02
D072,O040,2,70,1.415804904,585,0.392959459,0.39457393,0.498815231,30,24.8166886,2157,D072_O040,1,1,D072_O040_S01,-5420868838790430972,9006840588001010412,D072_O040_S01_E01
D072,O040,2,70,1.415804904,585,0.392959459,0.39457393,0.498815231,30,24.8166886,2158,D072_O040,1,2,D072_O040_S01,-5420868838790430972,-5055120181948270211,D072_O040_S01_E02
