design_id,operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,relative_transaction_load,number_of_attackers
D001,O034,8,474,7.230124069,172,0.339323194,0.106162856,0.193996227,0.976195745,28
D001,O035,8,474,7.230124069,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D001,O036,8,474,7.230124069,83,0.318040863,0.288671609,0.125731933,0.510862581,11
D001,O037,8,474,7.230124069,232,0.083660283,0.374766445,0.463420281,0.901833982,16
D001,O038,8,474,7.230124069,765,0.137328547,0.153890662,0.395745604,0.824092212,73
D001,O039,8,474,7.230124069,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D001,O040,8,474,7.230124069,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D001,O041,8,474,7.230124069,49,0.297735298,0.268205888,0.212580592,0.765018393,7
D001,O042,8,474,7.230124069,533,0.049123846,0.273615249,0.271891148,0.775509181,28
D001,O043,8,474,7.230124069,936,0.154267686,0.332919895,0.389161836,0.694797352,211
D001,O044,8,474,7.230124069,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D001,O045,8,474,7.230124069,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D001,O046,8,474,7.230124069,402,0.241792287,0.134055119,0.264545347,1.045585484,81
D001,O047,8,474,7.230124069,32,0.457593053,0.357426009,0.365235909,0.729886159,4
D001,O048,8,474,7.230124069,45,0.221925977,0.348159922,0.204633474,0.792986797,8
D001,O049,8,474,7.230124069,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D001,O050,8,474,7.230124069,322,0.206052109,0.123509785,0.230258857,0.710466564,78
D001,O051,8,474,7.230124069,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D001,O052,8,474,7.230124069,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D001,O053,8,474,7.230124069,251,0.008437374,0.219704544,0.077608614,0.857828126,11
D001,O054,8,474,7.230124069,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D001,O055,8,474,7.230124069,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D001,O056,8,474,7.230124069,345,0.064149611,0.031223606,0.23904777,0.691855779,21
D001,O057,8,474,7.230124069,100,0.400541493,0.216556949,0.487740957,1.038462113,22
D001,O058,8,474,7.230124069,22,0.090722232,0.036785238,0.101049312,0.663001423,4
D001,O059,8,474,7.230124069,486,0.079431167,0.248195591,0.397292534,0.804788767,76
D001,O060,8,474,7.230124069,273,0.451061182,0.170720182,0.061912147,0.815113055,50
D001,O061,8,474,7.230124069,27,0.381805437,0.01616482,0.491613692,0.675221612,4
D001,O062,8,474,7.230124069,442,0.418928223,0.359834489,0.417321395,0.554105019,34
D001,O063,8,474,7.230124069,159,0.167777479,0.069957712,0.130372357,0.943907134,38
D001,O064,8,474,7.230124069,358,0.061032209,0.305917985,0.455729849,0.927346891,71
D001,O065,8,474,7.230124069,56,0.248866638,0.340199764,0.379559452,0.583546864,5
D001,O066,8,474,7.230124069,149,0.351209323,0.192455527,0.149427886,0.883050134,9
D001,O067,8,474,7.230124069,60,0.359928689,0.02076874,0.174232425,0.648987034,6
D001,O068,8,474,7.230124069,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D001,O069,8,474,7.230124069,600,0.193256125,0.259153683,0.18565311,0.968309469,107
D001,O070,8,474,7.230124069,139,0.286307662,0.0275532,0.151186277,0.734969069,9
D001,O071,8,474,7.230124069,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D001,O072,8,474,7.230124069,41,0.447028226,0.353970092,0.321029628,0.606201119,5
D001,O073,8,474,7.230124069,22,0.099783277,0.097826372,0.112559894,0.548583884,3
D001,O074,8,474,7.230124069,36,0.042568944,0.004280635,0.087293441,0.86728622,3
D001,O075,8,474,7.230124069,31,0.495260113,0.154710174,0.269857669,0.722353565,5
D001,O076,8,474,7.230124069,202,0.209924614,0.319442165,0.171734319,0.667816616,34
D001,O077,8,474,7.230124069,648,0.325153788,0.303515085,0.316930252,0.613107267,97
D001,O078,8,474,7.230124069,379,0.223960723,0.064878079,0.224272393,0.840645589,80
D001,O079,8,474,7.230124069,65,0.075519811,0.282963886,0.299403793,0.51375586,9
D001,O080,8,474,7.230124069,206,0.124478381,0.390952102,0.159201992,0.812430792,3
D001,O081,8,474,7.230124069,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D001,O082,8,474,7.230124069,630,0.267185735,0.363424574,0.305398084,0.528725737,144
D001,O083,8,474,7.230124069,89,0.002629244,0.11891721,0.012340148,0.799263288,13
D001,O084,8,474,7.230124069,797,0.372992677,0.000386491,0.00152113,0.993396916,169
D001,O085,8,474,7.230124069,66,0.183976656,0.236269207,0.120756181,0.591017322,11
D001,O086,8,474,7.230124069,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D001,O087,8,474,7.230124069,23,0.111840401,0.071296914,0.089679808,0.791166307,2
D001,O088,8,474,7.230124069,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D001,O089,8,474,7.230124069,55,0.492105028,0.101006081,0.474810428,0.657444473,6
D001,O090,8,474,7.230124069,285,0.03434851,0.377557012,0.057284121,0.757204241,14
D001,O091,8,474,7.230124069,85,0.181583703,0.224320695,0.138841885,0.830164928,8
D001,O092,8,474,7.230124069,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D001,O093,8,474,7.230124069,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D001,O094,8,474,7.230124069,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D001,O095,8,474,7.230124069,29,0.365502327,0.314203797,0.177999519,0.631365154,3
D001,O096,8,474,7.230124069,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D002,O001,3,167,1.576274442,184,0.252173292,0.345006223,0.414518539,1.008029851,43
D002,O002,3,167,1.576274442,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D002,O003,3,167,1.576274442,43,0.48531049,0.109844006,0.373132887,0.562934186,5
D002,O004,3,167,1.576274442,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D002,O005,3,167,1.576274442,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D002,O006,3,167,1.576274442,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D002,O007,3,167,1.576274442,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D002,O008,3,167,1.576274442,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D002,O009,3,167,1.576274442,39,0.272204984,0.243100415,0.446678,0.893215891,1
D002,O010,3,167,1.576274442,78,0.42428609,0.04657399,0.47291634,0.886241643,6
D002,O011,3,167,1.576274442,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D002,O012,3,167,1.576274442,121,0.018977159,0.042108472,0.106166432,0.634587855,7
D002,O013,3,167,1.576274442,38,0.13035544,0.200717694,0.465695355,0.90739434,4
D002,O014,3,167,1.576274442,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D002,O015,3,167,1.576274442,369,0.403527677,0.186961283,0.029180542,1.016098144,88
D002,O016,3,167,1.576274442,990,0.188337728,0.211915952,0.403770273,0.683522338,99
D002,O017,3,167,1.576274442,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D002,O018,3,167,1.576274442,128,0.201594351,0.132120615,0.2466657,1.015365814,15
D002,O019,3,167,1.576274442,24,0.431629638,0.254066717,0.253740338,0.934568431,1
D002,O020,3,167,1.576274442,113,0.348269976,0.095285863,0.409466489,0.990902637,28
D002,O021,3,167,1.576274442,35,0.407381528,0.191612689,0.078494355,0.726366674,4
D002,O022,3,167,1.576274442,193,0.265083523,0.114415056,0.48366938,0.770574624,6
D002,O023,3,167,1.576274442,410,0.214451437,0.12789836,0.094002538,0.876090399,34
D002,O024,3,167,1.576274442,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D002,O025,3,167,1.576274442,53,0.129725034,0.023513439,0.022926164,0.647079336,9
D002,O026,3,167,1.576274442,104,0.335746812,0.309055962,0.214783733,0.866605062,9
D002,O027,3,167,1.576274442,120,0.173792118,0.275390581,0.115990185,0.594400816,1
D002,O028,3,167,1.576274442,315,0.161028291,0.149607497,0.243736481,0.836522744,76
D002,O029,3,167,1.576274442,744,0.31398409,0.144642217,0.380464816,1.001095973,47
D002,O030,3,167,1.576274442,96,0.291312931,0.178362873,0.260288981,0.712485371,21
D002,O031,3,167,1.576274442,61,0.375724597,0.298965989,0.344989603,1.023539068,2
D002,O032,3,167,1.576274442,449,0.47407037,0.293964396,0.333868972,0.526716923,86
D002,O033,3,167,1.576274442,28,0.356894295,0.285864598,0.280390934,0.572892371,5
D002,O034,3,167,1.576274442,172,0.339323194,0.106162856,0.193996227,0.976195745,28
D002,O035,3,167,1.576274442,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D002,O036,3,167,1.576274442,83,0.318040863,0.288671609,0.125731933,0.510862581,11
D002,O037,3,167,1.576274442,232,0.083660283,0.374766445,0.463420281,0.901833982,16
D002,O038,3,167,1.576274442,765,0.137328547,0.153890662,0.395745604,0.824092212,73
D002,O039,3,167,1.576274442,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D002,O040,3,167,1.576274442,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D002,O041,3,167,1.576274442,49,0.297735298,0.268205888,0.212580592,0.765018393,7
D002,O042,3,167,1.576274442,533,0.049123846,0.273615249,0.271891148,0.775509181,28
D002,O043,3,167,1.576274442,936,0.154267686,0.332919895,0.389161836,0.694797352,211
D002,O044,3,167,1.576274442,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D002,O045,3,167,1.576274442,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D002,O046,3,167,1.576274442,402,0.241792287,0.134055119,0.264545347,1.045585484,81
D002,O047,3,167,1.576274442,32,0.457593053,0.357426009,0.365235909,0.729886159,4
D002,O048,3,167,1.576274442,45,0.221925977,0.348159922,0.204633474,0.792986797,8
D002,O049,3,167,1.576274442,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D002,O050,3,167,1.576274442,322,0.206052109,0.123509785,0.230258857,0.710466564,78
D002,O051,3,167,1.576274442,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D002,O052,3,167,1.576274442,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D002,O053,3,167,1.576274442,251,0.008437374,0.219704544,0.077608614,0.857828126,11
D002,O054,3,167,1.576274442,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D002,O055,3,167,1.576274442,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D002,O056,3,167,1.576274442,345,0.064149611,0.031223606,0.23904777,0.691855779,21
D002,O057,3,167,1.576274442,100,0.400541493,0.216556949,0.487740957,1.038462113,22
D002,O058,3,167,1.576274442,22,0.090722232,0.036785238,0.101049312,0.663001423,4
D002,O059,3,167,1.576274442,486,0.079431167,0.248195591,0.397292534,0.804788767,76
D002,O060,3,167,1.576274442,273,0.451061182,0.170720182,0.061912147,0.815113055,50
D002,O061,3,167,1.576274442,27,0.381805437,0.01616482,0.491613692,0.675221612,4
D002,O062,3,167,1.576274442,442,0.418928223,0.359834489,0.417321395,0.554105019,34
D002,O063,3,167,1.576274442,159,0.167777479,0.069957712,0.130372357,0.943907134,38
D002,O064,3,167,1.576274442,358,0.061032209,0.305917985,0.455729849,0.927346891,71
D002,O065,3,167,1.576274442,56,0.248866638,0.340199764,0.379559452,0.583546864,5
D002,O066,3,167,1.576274442,149,0.351209323,0.192455527,0.149427886,0.883050134,9
D002,O067,3,167,1.576274442,60,0.359928689,0.02076874,0.174232425,0.648987034,6
D002,O068,3,167,1.576274442,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D002,O069,3,167,1.576274442,600,0.193256125,0.259153683,0.18565311,0.968309469,107
D002,O070,3,167,1.576274442,139,0.286307662,0.0275532,0.151186277,0.734969069,9
D002,O071,3,167,1.576274442,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D002,O072,3,167,1.576274442,41,0.447028226,0.353970092,0.321029628,0.606201119,5
D002,O073,3,167,1.576274442,22,0.099783277,0.097826372,0.112559894,0.548583884,3
D002,O074,3,167,1.576274442,36,0.042568944,0.004280635,0.087293441,0.86728622,3
D002,O075,3,167,1.576274442,31,0.495260113,0.154710174,0.269857669,0.722353565,5
D002,O076,3,167,1.576274442,202,0.209924614,0.319442165,0.171734319,0.667816616,34
D002,O077,3,167,1.576274442,648,0.325153788,0.303515085,0.316930252,0.613107267,97
D002,O078,3,167,1.576274442,379,0.223960723,0.064878079,0.224272393,0.840645589,80
D002,O079,3,167,1.576274442,65,0.075519811,0.282963886,0.299403793,0.51375586,9
D002,O080,3,167,1.576274442,206,0.124478381,0.390952102,0.159201992,0.812430792,3
D002,O081,3,167,1.576274442,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D002,O082,3,167,1.576274442,630,0.267185735,0.363424574,0.305398084,0.528725737,144
D002,O083,3,167,1.576274442,89,0.002629244,0.11891721,0.012340148,0.799263288,13
D002,O084,3,167,1.576274442,797,0.372992677,0.000386491,0.00152113,0.993396916,169
D002,O085,3,167,1.576274442,66,0.183976656,0.236269207,0.120756181,0.591017322,11
D002,O086,3,167,1.576274442,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D002,O087,3,167,1.576274442,23,0.111840401,0.071296914,0.089679808,0.791166307,2
D002,O088,3,167,1.576274442,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D002,O089,3,167,1.576274442,55,0.492105028,0.101006081,0.474810428,0.657444473,6
D002,O090,3,167,1.576274442,285,0.03434851,0.377557012,0.057284121,0.757204241,14
D002,O091,3,167,1.576274442,85,0.181583703,0.224320695,0.138841885,0.830164928,8
D002,O092,3,167,1.576274442,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D002,O093,3,167,1.576274442,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D002,O094,3,167,1.576274442,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D002,O095,3,167,1.576274442,29,0.365502327,0.314203797,0.177999519,0.631365154,3
D002,O096,3,167,1.576274442,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D003,O001,1,385,1.754386103,184,0.252173292,0.345006223,0.414518539,1.008029851,43
D003,O002,1,385,1.754386103,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D003,O003,1,385,1.754386103,43,0.48531049,0.109844006,0.373132887,0.562934186,5
D003,O004,1,385,1.754386103,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D003,O005,1,385,1.754386103,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D003,O006,1,385,1.754386103,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D003,O007,1,385,1.754386103,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D003,O008,1,385,1.754386103,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D003,O009,1,385,1.754386103,39,0.272204984,0.243100415,0.446678,0.893215891,1
D003,O010,1,385,1.754386103,78,0.42428609,0.04657399,0.47291634,0.886241643,6
D003,O011,1,385,1.754386103,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D003,O012,1,385,1.754386103,121,0.018977159,0.042108472,0.106166432,0.634587855,7
D003,O013,1,385,1.754386103,38,0.13035544,0.200717694,0.465695355,0.90739434,4
D003,O014,1,385,1.754386103,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D003,O015,1,385,1.754386103,369,0.403527677,0.186961283,0.029180542,1.016098144,88
D003,O016,1,385,1.754386103,990,0.188337728,0.211915952,0.403770273,0.683522338,99
D003,O017,1,385,1.754386103,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D003,O018,1,385,1.754386103,128,0.201594351,0.132120615,0.2466657,1.015365814,15
D003,O019,1,385,1.754386103,24,0.431629638,0.254066717,0.253740338,0.934568431,1
D003,O020,1,385,1.754386103,113,0.348269976,0.095285863,0.409466489,0.990902637,28
D003,O021,1,385,1.754386103,35,0.407381528,0.191612689,0.078494355,0.726366674,4
D003,O022,1,385,1.754386103,193,0.265083523,0.114415056,0.48366938,0.770574624,6
D003,O023,1,385,1.754386103,410,0.214451437,0.12789836,0.094002538,0.876090399,34
D003,O024,1,385,1.754386103,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D003,O025,1,385,1.754386103,53,0.129725034,0.023513439,0.022926164,0.647079336,9
D003,O026,1,385,1.754386103,104,0.335746812,0.309055962,0.214783733,0.866605062,9
D003,O027,1,385,1.754386103,120,0.173792118,0.275390581,0.115990185,0.594400816,1
D003,O028,1,385,1.754386103,315,0.161028291,0.149607497,0.243736481,0.836522744,76
D003,O029,1,385,1.754386103,744,0.31398409,0.144642217,0.380464816,1.001095973,47
D003,O030,1,385,1.754386103,96,0.291312931,0.178362873,0.260288981,0.712485371,21
D003,O031,1,385,1.754386103,61,0.375724597,0.298965989,0.344989603,1.023539068,2
D003,O032,1,385,1.754386103,449,0.47407037,0.293964396,0.333868972,0.526716923,86
D003,O033,1,385,1.754386103,28,0.356894295,0.285864598,0.280390934,0.572892371,5
D003,O034,1,385,1.754386103,172,0.339323194,0.106162856,0.193996227,0.976195745,28
D003,O035,1,385,1.754386103,173,0.041159595,0.256897351,0.341435098,0.936656262,22
D003,O036,1,385,1.754386103,83,0.318040863,0.288671609,0.125731933,0.510862581,11
D003,O037,1,385,1.754386103,232,0.083660283,0.374766445,0.463420281,0.901833982,16
D003,O038,1,385,1.754386103,765,0.137328547,0.153890662,0.395745604,0.824092212,73
D003,O039,1,385,1.754386103,48,0.232718262,0.17994217,0.033136716,0.784320075,1
D003,O040,1,385,1.754386103,585,0.392959459,0.39457393,0.498815231,0.847757244,30
D003,O041,1,385,1.754386103,49,0.297735298,0.268205888,0.212580592,0.765018393,7
D003,O042,1,385,1.754386103,533,0.049123846,0.273615249,0.271891148,0.775509181,28
D003,O043,1,385,1.754386103,936,0.154267686,0.332919895,0.389161836,0.694797352,211
D003,O044,1,385,1.754386103,721,0.432376139,0.324925408,0.144007894,0.742867678,148
D003,O045,1,385,1.754386103,692,0.331104768,0.086465045,0.220042135,0.679206917,59
D003,O046,1,385,1.754386103,402,0.241792287,0.134055119,0.264545347,1.045585484,81
D003,O047,1,385,1.754386103,32,0.457593053,0.357426009,0.365235909,0.729886159,4
D003,O048,1,385,1.754386103,45,0.221925977,0.348159922,0.204633474,0.792986797,8
D003,O049,1,385,1.754386103,33,0.068127718,0.327197905,0.351458552,0.638016666,6
D003,O050,1,385,1.754386103,322,0.206052109,0.123509785,0.230258857,0.710466564,78
D003,O051,1,385,1.754386103,264,0.415458501,0.161179135,0.311726789,0.922834621,12
D003,O052,1,385,1.754386103,249,0.293109713,0.381495942,0.29384703,0.500330142,30
D003,O053,1,385,1.754386103,251,0.008437374,0.219704544,0.077608614,0.857828126,11
D003,O054,1,385,1.754386103,70,0.483939677,0.225369653,0.039302168,0.574845385,11
D003,O055,1,385,1.754386103,143,0.09821222,0.163666817,0.285033773,0.601558378,17
D003,O056,1,385,1.754386103,345,0.064149611,0.031223606,0.23904777,0.691855779,21
D003,O057,1,385,1.754386103,100,0.400541493,0.216556949,0.487740957,1.038462113,22
D003,O058,1,385,1.754386103,22,0.090722232,0.036785238,0.101049312,0.663001423,4
D003,O059,1,385,1.754386103,486,0.079431167,0.248195591,0.397292534,0.804788767,76
D003,O060,1,385,1.754386103,273,0.451061182,0.170720182,0.061912147,0.815113055,50
D003,O061,1,385,1.754386103,27,0.381805437,0.01616482,0.491613692,0.675221612,4
D003,O062,1,385,1.754386103,442,0.418928223,0.359834489,0.417321395,0.554105019,34
D003,O063,1,385,1.754386103,159,0.167777479,0.069957712,0.130372357,0.943907134,38
D003,O064,1,385,1.754386103,358,0.061032209,0.305917985,0.455729849,0.927346891,71
D003,O065,1,385,1.754386103,56,0.248866638,0.340199764,0.379559452,0.583546864,5
D003,O066,1,385,1.754386103,149,0.351209323,0.192455527,0.149427886,0.883050134,9
D003,O067,1,385,1.754386103,60,0.359928689,0.02076874,0.174232425,0.648987034,6
D003,O068,1,385,1.754386103,871,0.148525779,0.2389906,0.43126666,0.56330551,22
D003,O069,1,385,1.754386103,600,0.193256125,0.259153683,0.18565311,0.968309469,107
D003,O070,1,385,1.754386103,139,0.286307662,0.0275532,0.151186277,0.734969069,9
D003,O071,1,385,1.754386103,830,0.025772238,0.059916076,0.006124037,0.854259133,1
D003,O072,1,385,1.754386103,41,0.447028226,0.353970092,0.321029628,0.606201119,5
D003,O073,1,385,1.754386103,22,0.099783277,0.097826372,0.112559894,0.548583884,3
D003,O074,1,385,1.754386103,36,0.042568944,0.004280635,0.087293441,0.86728622,3
D003,O075,1,385,1.754386103,31,0.495260113,0.154710174,0.269857669,0.722353565,5
D003,O076,1,385,1.754386103,202,0.209924614,0.319442165,0.171734319,0.667816616,34
D003,O077,1,385,1.754386103,648,0.325153788,0.303515085,0.316930252,0.613107267,97
D003,O078,1,385,1.754386103,379,0.223960723,0.064878079,0.224272393,0.840645589,80
D003,O079,1,385,1.754386103,65,0.075519811,0.282963886,0.299403793,0.51375586,9
D003,O080,1,385,1.754386103,206,0.124478381,0.390952102,0.159201992,0.812430792,3
D003,O081,1,385,1.754386103,229,0.311863322,0.040757227,0.190953924,0.52059127,6
D003,O082,1,385,1.754386103,630,0.267185735,0.363424574,0.305398084,0.528725737,144
D003,O083,1,385,1.754386103,89,0.002629244,0.11891721,0.012340148,0.799263288,13
D003,O084,1,385,1.754386103,797,0.372992677,0.000386491,0.00152113,0.993396916,169
D003,O085,1,385,1.754386103,66,0.183976656,0.236269207,0.120756181,0.591017322,11
D003,O086,1,385,1.754386103,135,0.469888219,0.056365997,0.043821459,0.952586866,28
D003,O087,1,385,1.754386103,23,0.111840401,0.071296914,0.089679808,0.791166307,2
D003,O088,1,385,1.754386103,74,0.028069089,0.054085246,0.202673962,0.619616712,14
D003,O089,1,385,1.754386103,55,0.492105028,0.101006081,0.474810428,0.657444473,6
D003,O090,1,385,1.754386103,285,0.03434851,0.377557012,0.057284121,0.757204241,14
D003,O091,1,385,1.754386103,85,0.181583703,0.224320695,0.138841885,0.830164928,8
D003,O092,1,385,1.754386103,303,0.442706311,0.172267227,0.436491903,0.897895329,53
D003,O093,1,385,1.754386103,25,0.276275035,0.078153424,0.291384582,0.958605081,1
D003,O094,1,385,1.754386103,888,0.302089761,0.091469055,0.358945917,0.915650339,193
D003,O095,1,385,1.754386103,29,0.365502327,0.314203797,0.177999519,0.631365154,3
D003,O096,1,385,1.754386103,91,0.16170145,0.264353919,0.069555674,0.545005585,20
D004,O001,1,144,6.912052408,184,0.252173292,0.345006223,0.414518539,1.008029851,43
D004,O002,1,144,6.912052408,71,0.386957289,0.33590604,0.423756547,1.030814136,16
D004,O003,1,144,6.912052408,43,0.48531049,0.109844006,0.373132887,0.562934186,5
D004,O004,1,144,6.912052408,544,0.015441285,0.39993713,0.047767101,0.621494583,12
D004,O005,1,144,6.912052408,472,0.458927508,0.08115278,0.018055532,0.751825682,8
D004,O006,1,144,6.912052408,26,0.466438896,0.19990199,0.36047691,0.537345538,5
D004,O007,1,144,6.912052408,20,0.141130372,0.138764594,0.166622366,0.974703346,2
D004,O008,1,144,6.912052408,217,0.118365868,0.010264005,0.438577644,0.70421183,4
D004,O009,1,144,6.912052408,39,0.272204984,0.243100415,0.446678,0.893215891,1
D004,O010,1,144,6.912052408,78,0.42428609,0.04657399,0.47291634,0.886241643,6
D004,O011,1,144,6.912052408,163,0.257766277,0.230369452,0.067376828,1.041013094,24
D004,O012,1,144,6.912052408,121,0.018977159,0.042108472,0.106166432,0.634587855,7
D004,O013,1,144,6.912052408,38,0.13035544,0.200717694,0.465695355,0.90739434,4
D004,O014,1,144,6.912052408,505,0.055050564,0.385744929,0.323573274,0.956197221,126
D004,O015,1,144,6.912052408,369,0.403527677,0.186961283,0.029180542,1.016098144,88
D004,O016,1,144,6.912052408,990,0.188337728,0.211915952,0.403770273,0.683522338,99
D004,O017,1,144,6.912052408,47,0.235947901,0.205558573,0.450421949,0.98550411,1
D004,O018,1,144,6.912052408,128,0.201594351,0.132120615,0.2466657,1.015365814,15
D004,O019,1,144,6.912052408,24,0.431629638,0.254066717,0.253740338,0.934568431,1
D004,O020,1,144,6.912052408,113,0.348269976,0.095285863,0.409466489,0.990902637,28
D004,O021,1,144,6.912052408,35,0.407381528,0.191612689,0.078494355,0.726366674,4
D004,O022,1,144,6.912052408,193,0.265083523,0.114415056,0.48366938,0.770574624,6
D004,O023,1,144,6.912052408,410,0.214451437,0.12789836,0.094002538,0.876090399,34
D004,O024,1,144,6.912052408,109,0.107543079,0.370185632,0.33107989,0.763088384,2
D004,O025,1,144,6.912052408,53,0.129725034,0.023513439,0.022926164,0.647079336,9
D004,O026,1,144,6.912052408,104,0.335746812,0.309055962,0.214783733,0.866605062,9
