design_id,overload_condition_id,source_operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,number_of_attackers,transaction_arrival_rate
D002,S010,O043,3,167,1.576274442,60,0.470149674,0.350184037,0.345788332,1,19.82141514
D002,S011,O054,3,167,1.576274442,29,0.443915181,0.25137144,0.497993332,6,19.82141514
D002,S012,O002,3,167,1.576274442,27,0.258752568,0.087770931,0.008640494,5,19.82141514
D002,S013,O001,3,167,1.576274442,277,0.102604459,0.043442589,0.194317089,68,19.82141514
D002,S014,O008,3,167,1.576274442,221,0.074747705,0.106527742,0.017441816,3,19.82141514
D002,S015,O015,3,167,1.576274442,209,0.451149983,0.236045833,0.154470026,51,19.82141514
D002,S016,O021,3,167,1.576274442,420,0.48022181,0.187407167,0.359386041,21,19.82141514
D002,S017,O082,3,167,1.576274442,165,0.435076568,0.000913393,0.024702354,3,19.82141514
D002,S018,O066,3,167,1.576274442,494,0.215122594,0.12849833,0.421195428,82,19.82141514
D002,S019,O089,3,167,1.576274442,65,0.160593613,0.12131002,0.43177507,4,19.82141514
D002,S020,O055,3,167,1.576274442,140,0.36567333,0.006141596,0.323833398,34,19.82141514
D002,S021,O019,3,167,1.576274442,346,0.328784836,0.382557414,0.459924272,20,19.82141514
D002,S022,O056,3,167,1.576274442,839,0.314045176,0.146767962,0.097912175,33,19.82141514
D002,S023,O085,3,167,1.576274442,121,0.235238901,0.36680338,0.28802825,18,19.82141514
D002,S024,O075,3,167,1.576274442,157,0.187375651,0.192115859,0.011697982,34,19.82141514
D002,S025,O006,3,167,1.576274442,612,0.351754303,0.257897057,0.260304956,90,19.82141514
D002,S026,O010,3,167,1.576274442,451,0.052883935,0.358161718,0.236761336,42,19.82141514
D002,S027,O080,3,167,1.576274442,42,0.40076867,0.158141091,0.247798621,9,19.82141514
D002,S028,O011,3,167,1.576274442,74,0.144332149,0.165813474,0.385639579,14,19.82141514
D002,S029,O086,3,167,1.576274442,982,0.199347615,0.312135777,0.001921653,110,19.82141514
D002,S030,O049,3,167,1.576274442,167,0.088317626,0.338602146,0.450648463,15,19.82141514
D002,S031,O038,3,167,1.576274442,541,0.023426649,0.269227699,0.314041207,106,19.82141514
D002,S032,O095,3,167,1.576274442,737,0.275444304,0.049819636,0.213727811,96,19.82141514
D003,S001,O040,1,385,1.754386103,22,0.132312725,0.387023034,0.48640877,1,9.569378742
D003,S002,O081,1,385,1.754386103,625,0.489155662,0.075116015,0.08373988,87,9.569378742
D003,S003,O024,1,385,1.754386103,558,0.01340343,0.303476888,0.066234207,102,9.569378742
D003,S004,O048,1,385,1.754386103,23,0.00021805,0.028031124,0.277887063,4,9.569378742
D003,S005,O061,1,385,1.754386103,504,0.370505912,0.3328803,0.491272741,97,9.569378742
D003,S006,O045,1,385,1.754386103,38,0.251921878,0.260723642,0.043585928,1,9.569378742
D003,S007,O069,1,385,1.754386103,761,0.152114511,0.215299072,0.367977204,1,9.569378742
D003,S008,O092,1,385,1.754386103,96,0.418898266,0.008705234,0.425829723,10,9.569378742
D003,S009,O074,1,385,1.754386103,27,0.164642573,0.30767454,0.244719524,6,9.569378742
D003,S010,O043,1,385,1.754386103,60,0.470149674,0.350184037,0.345788332,1,9.569378742
D003,S011,O054,1,385,1.754386103,29,0.443915181,0.25137144,0.497993332,6,9.569378742
D003,S012,O002,1,385,1.754386103,27,0.258752568,0.087770931,0.008640494,5,9.569378742
D003,S013,O001,1,385,1.754386103,277,0.102604459,0.043442589,0.194317089,68,9.569378742
D003,S014,O008,1,385,1.754386103,221,0.074747705,0.106527742,0.017441816,3,9.569378742
D003,S015,O015,1,385,1.754386103,209,0.451149983,0.236045833,0.154470026,51,9.569378742
D003,S016,O021,1,385,1.754386103,420,0.48022181,0.187407167,0.359386041,21,9.569378742
D003,S017,O082,1,385,1.754386103,165,0.435076568,0.000913393,0.024702354,3,9.569378742
D003,S018,O066,1,385,1.754386103,494,0.215122594,0.12849833,0.421195428,82,9.569378742
D003,S019,O089,1,385,1.754386103,65,0.160593613,0.12131002,0.43177507,4,9.569378742
D003,S020,O055,1,385,1.754386103,140,0.36567333,0.006141596,0.323833398,34,9.569378742
D003,S021,O019,1,385,1.754386103,346,0.328784836,0.382557414,0.459924272,20,9.569378742
D003,S022,O056,1,385,1.754386103,839,0.314045176,0.146767962,0.097912175,33,9.569378742
D003,S023,O085,1,385,1.754386103,121,0.235238901,0.36680338,0.28802825,18,9.569378742
D003,S024,O075,1,385,1.754386103,157,0.187375651,0.192115859,0.011697982,34,9.569378742
D003,S025,O006,1,385,1.754386103,612,0.351754303,0.257897057,0.260304956,90,9.569378742
D003,S026,O010,1,385,1.754386103,451,0.052883935,0.358161718,0.236761336,42,9.569378742
D003,S027,O080,1,385,1.754386103,42,0.40076867,0.158141091,0.247798621,9,9.569378742
D003,S028,O011,1,385,1.754386103,74,0.144332149,0.165813474,0.385639579,14,9.569378742
D003,S029,O086,1,385,1.754386103,982,0.199347615,0.312135777,0.001921653,110,9.569378742
D003,S030,O049,1,385,1.754386103,167,0.088317626,0.338602146,0.450648463,15,9.569378742
D003,S031,O038,1,385,1.754386103,541,0.023426649,0.269227699,0.314041207,106,9.569378742
D003,S032,O095,1,385,1.754386103,737,0.275444304,0.049819636,0.213727811,96,9.569378742
D004,S001,O040,1,144,6.912052408,22,0.132312725,0.387023034,0.48640877,1,100.8007643
D004,S002,O081,1,144,6.912052408,625,0.489155662,0.075116015,0.08373988,87,100.8007643
D004,S003,O024,1,144,6.912052408,558,0.01340343,0.303476888,0.066234207,102,100.8007643
D004,S004,O048,1,144,6.912052408,23,0.00021805,0.028031124,0.277887063,4,100.8007643
D004,S005,O061,1,144,6.912052408,504,0.370505912,0.3328803,0.491272741,97,100.8007643
D004,S006,O045,1,144,6.912052408,38,0.251921878,0.260723642,0.043585928,1,100.8007643
D004,S007,O069,1,144,6.912052408,761,0.152114511,0.215299072,0.367977204,1,100.8007643
D004,S008,O092,1,144,6.912052408,96,0.418898266,0.008705234,0.425829723,10,100.8007643
D004,S009,O074,1,144,6.912052408,27,0.164642573,0.30767454,0.244719524,6,100.8007643
D004,S010,O043,1,144,6.912052408,60,0.470149674,0.350184037,0.345788332,1,100.8007643
D004,S011,O054,1,144,6.912052408,29,0.443915181,0.25137144,0.497993332,6,100.8007643
D004,S012,O002,1,144,6.912052408,27,0.258752568,0.087770931,0.008640494,5,100.8007643
D004,S013,O001,1,144,6.912052408,277,0.102604459,0.043442589,0.194317089,68,100.8007643
D004,S014,O008,1,144,6.912052408,221,0.074747705,0.106527742,0.017441816,3,100.8007643
D004,S015,O015,1,144,6.912052408,209,0.451149983,0.236045833,0.154470026,51,100.8007643
D004,S016,O021,1,144,6.912052408,420,0.48022181,0.187407167,0.359386041,21,100.8007643
D004,S017,O082,1,144,6.912052408,165,0.435076568,0.000913393,0.024702354,3,100.8007643
D004,S018,O066,1,144,6.912052408,494,0.215122594,0.12849833,0.421195428,82,100.8007643
D004,S019,O089,1,144,6.912052408,65,0.160593613,0.12131002,0.43177507,4,100.8007643
D004,S020,O055,1,144,6.912052408,140,0.36567333,0.006141596,0.323833398,34,100.8007643
D004,S021,O019,1,144,6.912052408,346,0.328784836,0.382557414,0.459924272,20,100.8007643
D004,S022,O056,1,144,6.912052408,839,0.314045176,0.146767962,0.097912175,33,100.8007643
D004,S023,O085,1,144,6.912052408,121,0.235238901,0.36680338,0.28802825,18,100.8007643
D004,S024,O075,1,144,6.912052408,157,0.187375651,0.192115859,0.011697982,34,100.8007643
D004,S025,O006,1,144,6.912052408,612,0.351754303,0.257897057,0.260304956,90,100.8007643
D004,S026,O010,1,144,6.912052408,451,0.052883935,0.358161718,0.236761336,42,100.8007643
D004,S027,O080,1,144,6.912052408,42,0.40076867,0.158141091,0.247798621,9,100.8007643
D004,S028,O011,1,144,6.912052408,74,0.144332149,0.165813474,0.385639579,14,100.8007643
D004,S029,O086,1,144,6.912052408,982,0.199347615,0.312135777,0.001921653,110,100.8007643
D004,S030,O049,1,144,6.912052408,167,0.088317626,0.338602146,0.450648463,15,100.8007643
D004,S031,O038,1,144,6.912052408,541,0.023426649,0.269227699,0.314041207,106,100.8007643
D004,S032,O095,1,144,6.912052408,737,0.275444304,0.049819636,0.213727811,96,100.8007643
D005,S001,O040,4,153,3.501333012,22,0.132312725,0.387023034,0.48640877,1,48.05751192
D005,S002,O081,4,153,3.501333012,625,0.489155662,0.075116015,0.08373988,87,48.05751192
D005,S003,O024,4,153,3.501333012,558,0.01340343,0.303476888,0.066234207,102,48.05751192
D005,S004,O048,4,153,3.501333012,23,0.00021805,0.028031124,0.277887063,4,48.05751192
D005,S005,O061,4,153,3.501333012,504,0.370505912,0.3328803,0.491272741,97,48.05751192
D005,S006,O045,4,153,3.501333012,38,0.251921878,0.260723642,0.043585928,1,48.05751192
D005,S007,O069,4,153,3.501333012,761,0.152114511,0.215299072,0.367977204,1,48.05751192
D005,S008,O092,4,153,3.501333012,96,0.418898266,0.008705234,0.425829723,10,48.05751192
D005,S009,O074,4,153,3.501333012,27,0.164642573,0.30767454,0.244719524,6,48.05751192
D005,S010,O043,4,153,3.501333012,60,0.470149674,0.350184037,0.345788332,1,48.05751192
D005,S011,O054,4,153,3.501333012,29,0.443915181,0.25137144,0.497993332,6,48.05751192
D005,S012,O002,4,153,3.501333012,27,0.258752568,0.087770931,0.008640494,5,48.05751192
D005,S013,O001,4,153,3.501333012,277,0.102604459,0.043442589,0.194317089,68,48.05751192
D005,S014,O008,4,153,3.501333012,221,0.074747705,0.106527742,0.017441816,3,48.05751192
D005,S015,O015,4,153,3.501333012,209,0.451149983,0.236045833,0.154470026,51,48.05751192
D005,S016,O021,4,153,3.501333012,420,0.48022181,0.187407167,0.359386041,21,48.05751192
D005,S017,O082,4,153,3.501333012,165,0.435076568,0.000913393,0.024702354,3,48.05751192
D005,S018,O066,4,153,3.501333012,494,0.215122594,0.12849833,0.421195428,82,48.05751192
D005,S019,O089,4,153,3.501333012,65,0.160593613,0.12131002,0.43177507,4,48.05751192
D005,S020,O055,4,153,3.501333012,140,0.36567333,0.006141596,0.323833398,34,48.05751192
D005,S021,O019,4,153,3.501333012,346,0.328784836,0.382557414,0.459924272,20,48.05751192
D005,S022,O056,4,153,3.501333012,839,0.314045176,0.146767962,0.097912175,33,48.05751192
D005,S023,O085,4,153,3.501333012,121,0.235238901,0.36680338,0.28802825,18,48.05751192
D005,S024,O075,4,153,3.501333012,157,0.187375651,0.192115859,0.011697982,34,48.05751192
D005,S025,O006,4,153,3.501333012,612,0.351754303,0.257897057,0.260304956,90,48.05751192
D005,S026,O010,4,153,3.501333012,451,0.052883935,0.358161718,0.236761336,42,48.05751192
D005,S027,O080,4,153,3.501333012,42,0.40076867,0.158141091,0.247798621,9,48.05751192
D005,S028,O011,4,153,3.501333012,74,0.144332149,0.165813474,0.385639579,14,48.05751192
D005,S029,O086,4,153,3.501333012,982,0.199347615,0.312135777,0.001921653,110,48.05751192
D005,S030,O049,4,153,3.501333012,167,0.088317626,0.338602146,0.450648463,15,48.05751192
D005,S031,O038,4,153,3.501333012,541,0.023426649,0.269227699,0.314041207,106,48.05751192
D005,S032,O095,4,153,3.501333012,737,0.275444304,0.049819636,0.213727811,96,48.05751192
D006,S001,O040,3,1163,0.340932792,22,0.132312725,0.387023034,0.48640877,1,0.615613813
D006,S002,O081,3,1163,0.340932792,625,0.489155662,0.075116015,0.08373988,87,0.615613813
D006,S003,O024,3,1163,0.340932792,558,0.01340343,0.303476888,0.066234207,102,0.615613813
D006,S004,O048,3,1163,0.340932792,23,0.00021805,0.028031124,0.277887063,4,0.615613813
D006,S005,O061,3,1163,0.340932792,504,0.370505912,0.3328803,0.491272741,97,0.615613813
D006,S006,O045,3,1163,0.340932792,38,0.251921878,0.260723642,0.043585928,1,0.615613813
D006,S007,O069,3,1163,0.340932792,761,0.152114511,0.215299072,0.367977204,1,0.615613813
D006,S008,O092,3,1163,0.340932792,96,0.418898266,0.008705234,0.425829723,10,0.615613813
D006,S009,O074,3,1163,0.340932792,27,0.164642573,0.30767454,0.244719524,6,0.615613813
D006,S010,O043,3,1163,0.340932792,60,0.470149674,0.350184037,0.345788332,1,0.615613813
D006,S011,O054,3,1163,0.340932792,29,0.443915181,0.25137144,0.497993332,6,0.615613813
D006,S012,O002,3,1163,0.340932792,27,0.258752568,0.087770931,0.008640494,5,0.615613813
D006,S013,O001,3,1163,0.340932792,277,0.102604459,0.043442589,0.194317089,68,0.615613813
D006,S014,O008,3,1163,0.340932792,221,0.074747705,0.106527742,0.017441816,3,0.615613813
D006,S015,O015,3,1163,0.340932792,209,0.451149983,0.236045833,0.154470026,51,0.615613813
D006,S016,O021,3,1163,0.340932792,420,0.48022181,0.187407167,0.359386041,21,0.615613813
D006,S017,O082,3,1163,0.340932792,165,0.435076568,0.000913393,0.024702354,3,0.615613813
D006,S018,O066,3,1163,0.340932792,494,0.215122594,0.12849833,0.421195428,82,0.615613813
D006,S019,O089,3,1163,0.340932792,65,0.160593613,0.12131002,0.43177507,4,0.615613813
D006,S020,O055,3,1163,0.340932792,140,0.36567333,0.006141596,0.323833398,34,0.615613813
D006,S021,O019,3,1163,0.340932792,346,0.328784836,0.382557414,0.459924272,20,0.615613813
D006,S022,O056,3,1163,0.340932792,839,0.314045176,0.146767962,0.097912175,33,0.615613813
D006,S023,O085,3,1163,0.340932792,121,0.235238901,0.36680338,0.28802825,18,0.615613813
D006,S024,O075,3,1163,0.340932792,157,0.187375651,0.192115859,0.011697982,34,0.615613813
D006,S025,O006,3,1163,0.340932792,612,0.351754303,0.257897057,0.260304956,90,0.615613813
D006,S026,O010,3,1163,0.340932792,451,0.052883935,0.358161718,0.236761336,42,0.615613813
D006,S027,O080,3,1163,0.340932792,42,0.40076867,0.158141091,0.247798621,9,0.615613813
D006,S028,O011,3,1163,0.340932792,74,0.144332149,0.165813474,0.385639579,14,0.615613813
D006,S029,O086,3,1163,0.340932792,982,0.199347615,0.312135777,0.001921653,110,0.615613813
D006,S030,O049,3,1163,0.340932792,167,0.088317626,0.338602146,0.450648463,15,0.615613813
D006,S031,O038,3,1163,0.340932792,541,0.023426649,0.269227699,0.314041207,106,0.615613813
D006,S032,O095,3,1163,0.340932792,737,0.275444304,0.049819636,0.213727811,96,0.615613813
D007,S001,O040,7,868,1.337057934,22,0.132312725,0.387023034,0.48640877,1,3.234817583
D007,S002,O081,7,868,1.337057934,625,0.489155662,0.075116015,0.08373988,87,3.234817583
D007,S003,O024,7,868,1.337057934,558,0.01340343,0.303476888,0.066234207,102,3.234817583
D007,S004,O048,7,868,1.337057934,23,0.00021805,0.028031124,0.277887063,4,3.234817583
D007,S005,O061,7,868,1.337057934,504,0.370505912,0.3328803,0.491272741,97,3.234817583
D007,S006,O045,7,868,1.337057934,38,0.251921878,0.260723642,0.043585928,1,3.234817583
D007,S007,O069,7,868,1.337057934,761,0.152114511,0.215299072,0.367977204,1,3.234817583
D007,S008,O092,7,868,1.337057934,96,0.418898266,0.008705234,0.425829723,10,3.234817583
D007,S009,O074,7,868,1.337057934,27,0.164642573,0.30767454,0.244719524,6,3.234817583
D007,S010,O043,7,868,1.337057934,60,0.470149674,0.350184037,0.345788332,1,3.234817583
D007,S011,O054,7,868,1.337057934,29,0.443915181,0.25137144,0.497993332,6,3.234817583
D007,S012,O002,7,868,1.337057934,27,0.258752568,0.087770931,0.008640494,5,3.234817583
D007,S013,O001,7,868,1.337057934,277,0.102604459,0.043442589,0.194317089,68,3.234817583
D007,S014,O008,7,868,1.337057934,221,0.074747705,0.106527742,0.017441816,3,3.234817583
D007,S015,O015,7,868,1.337057934,209,0.451149983,0.236045833,0.154470026,51,3.234817583
D007,S016,O021,7,868,1.337057934,420,0.48022181,0.187407167,0.359386041,21,3.234817583
D007,S017,O082,7,868,1.337057934,165,0.435076568,0.000913393,0.024702354,3,3.234817583
D007,S018,O066,7,868,1.337057934,494,0.215122594,0.12849833,0.421195428,82,3.234817583
D007,S019,O089,7,868,1.337057934,65,0.160593613,0.12131002,0.43177507,4,3.234817583
D007,S020,O055,7,868,1.337057934,140,0.36567333,0.006141596,0.323833398,34,3.234817583
D007,S021,O019,7,868,1.337057934,346,0.328784836,0.382557414,0.459924272,20,3.234817583
D007,S022,O056,7,868,1.337057934,839,0.314045176,0.146767962,0.097912175,33,3.234817583
D007,S023,O085,7,868,1.337057934,121,0.235238901,0.36680338,0.28802825,18,3.234817583
D007,S024,O075,7,868,1.337057934,157,0.187375651,0.192115859,0.011697982,34,3.234817583
D007,S025,O006,7,868,1.337057934,612,0.351754303,0.257897057,0.260304956,90,3.234817583
D007,S026,O010,7,868,1.337057934,451,0.052883935,0.358161718,0.236761336,42,3.234817583
D007,S027,O080,7,868,1.337057934,42,0.40076867,0.158141091,0.247798621,9,3.234817583
D007,S028,O011,7,868,1.337057934,74,0.144332149,0.165813474,0.385639579,14,3.234817583
D007,S029,O086,7,868,1.337057934,982,0.199347615,0.312135777,0.001921653,110,3.234817583
D007,S030,O049,7,868,1.337057934,167,0.088317626,0.338602146,0.450648463,15,3.234817583
D007,S031,O038,7,868,1.337057934,541,0.023426649,0.269227699,0.314041207,106,3.234817583
D007,S032,O095,7,868,1.337057934,737,0.275444304,0.049819636,0.213727811,96,3.234817583
D008,S001,O040,4,350,2.821334593,22,0.132312725,0.387023034,0.48640877,1,16.92800756
D008,S002,O081,4,350,2.821334593,625,0.489155662,0.075116015,0.08373988,87,16.92800756
D008,S003,O024,4,350,2.821334593,558,0.01340343,0.303476888,0.066234207,102,16.92800756
D008,S004,O048,4,350,2.821334593,23,0.00021805,0.028031124,0.277887063,4,16.92800756
D008,S005,O061,4,350,2.821334593,504,0.370505912,0.3328803,0.491272741,97,16.92800756
D008,S006,O045,4,350,2.821334593,38,0.251921878,0.260723642,0.043585928,1,16.92800756
D008,S007,O069,4,350,2.821334593,761,0.152114511,0.215299072,0.367977204,1,16.92800756
D008,S008,O092,4,350,2.821334593,96,0.418898266,0.008705234,0.425829723,10,16.92800756
D008,S009,O074,4,350,2.821334593,27,0.164642573,0.30767454,0.244719524,6,16.92800756
D008,S010,O043,4,350,2.821334593,60,0.470149674,0.350184037,0.345788332,1,16.92800756
D008,S011,O054,4,350,2.821334593,29,0.443915181,0.25137144,0.497993332,6,16.92800756
D008,S012,O002,4,350,2.821334593,27,0.258752568,0.087770931,0.008640494,5,16.92800756
D008,S013,O001,4,350,2.821334593,277,0.102604459,0.043442589,0.194317089,68,16.92800756
D008,S014,O008,4,350,2.821334593,221,0.074747705,0.106527742,0.017441816,3,16.92800756
D008,S015,O015,4,350,2.821334593,209,0.451149983,0.236045833,0.154470026,51,16.92800756
D008,S016,O021,4,350,2.821334593,420,0.48022181,0.187407167,0.359386041,21,16.92800756
D008,S017,O082,4,350,2.821334593,165,0.435076568,0.000913393,0.024702354,3,16.92800756
D008,S018,O066,4,350,2.821334593,494,0.215122594,0.12849833,0.421195428,82,16.92800756
D008,S019,O089,4,350,2.821334593,65,0.160593613,0.12131002,0.43177507,4,16.92800756
D008,S020,O055,4,350,2.821334593,140,0.36567333,0.006141596,0.323833398,34,16.92800756
D008,S021,O019,4,350,2.821334593,346,0.328784836,0.382557414,0.459924272,20,16.92800756
D008,S022,O056,4,350,2.821334593,839,0.314045176,0.146767962,0.097912175,33,16.92800756
D008,S023,O085,4,350,2.821334593,121,0.235238901,0.36680338,0.28802825,18,16.92800756
D008,S024,O075,4,350,2.821334593,157,0.187375651,0.192115859,0.011697982,34,16.92800756
D008,S025,O006,4,350,2.821334593,612,0.351754303,0.257897057,0.260304956,90,16.92800756
D008,S026,O010,4,350,2.821334593,451,0.052883935,0.358161718,0.236761336,42,16.92800756
D008,S027,O080,4,350,2.821334593,42,0.40076867,0.158141091,0.247798621,9,16.92800756
D008,S028,O011,4,350,2.821334593,74,0.144332149,0.165813474,0.385639579,14,16.92800756
D008,S029,O086,4,350,2.821334593,982,0.199347615,0.312135777,0.001921653,110,16.92800756
D008,S030,O049,4,350,2.821334593,167,0.088317626,0.338602146,0.450648463,15,16.92800756
D008,S031,O038,4,350,2.821334593,541,0.023426649,0.269227699,0.314041207,106,16.92800756
D008,S032,O095,4,350,2.821334593,737,0.275444304,0.049819636,0.213727811,96,16.92800756
D009,S001,O040,2,423,1.163860334,22,0.132312725,0.387023034,0.48640877,1,5.778030027
D009,S002,O081,2,423,1.163860334,625,0.489155662,0.075116015,0.08373988,87,5.778030027
D009,S003,O024,2,423,1.163860334,558,0.01340343,0.303476888,0.066234207,102,5.778030027
D009,S004,O048,2,423,1.163860334,23,0.00021805,0.028031124,0.277887063,4,5.778030027
D009,S005,O061,2,423,1.163860334,504,0.370505912,0.3328803,0.491272741,97,5.778030027
D009,S006,O045,2,423,1.163860334,38,0.251921878,0.260723642,0.043585928,1,5.778030027
D009,S007,O069,2,423,1.163860334,761,0.152114511,0.215299072,0.367977204,1,5.778030027
D009,S008,O092,2,423,1.163860334,96,0.418898266,0.008705234,0.425829723,10,5.778030027
D009,S009,O074,2,423,1.163860334,27,0.164642573,0.30767454,0.244719524,6,5.778030027
D009,S010,O043,2,423,1.163860334,60,0.470149674,0.350184037,0.345788332,1,5.778030027
D009,S011,O054,2,423,1.163860334,29,0.443915181,0.25137144,0.497993332,6,5.778030027
D009,S012,O002,2,423,1.163860334,27,0.258752568,0.087770931,0.008640494,5,5.778030027
D009,S013,O001,2,423,1.163860334,277,0.102604459,0.043442589,0.194317089,68,5.778030027
D009,S014,O008,2,423,1.163860334,221,0.074747705,0.106527742,0.017441816,3,5.778030027
D009,S015,O015,2,423,1.163860334,209,0.451149983,0.236045833,0.154470026,51,5.778030027
D009,S016,O021,2,423,1.163860334,420,0.48022181,0.187407167,0.359386041,21,5.778030027
D009,S017,O082,2,423,1.163860334,165,0.435076568,0.000913393,0.024702354,3,5.778030027
D009,S018,O066,2,423,1.163860334,494,0.215122594,0.12849833,0.421195428,82,5.778030027
D009,S019,O089,2,423,1.163860334,65,0.160593613,0.12131002,0.43177507,4,5.778030027
D009,S020,O055,2,423,1.163860334,140,0.36567333,0.006141596,0.323833398,34,5.778030027
D009,S021,O019,2,423,1.163860334,346,0.328784836,0.382557414,0.459924272,20,5.778030027
D009,S022,O056,2,423,1.163860334,839,0.314045176,0.146767962,0.097912175,33,5.778030027
D009,S023,O085,2,423,1.163860334,121,0.235238901,0.36680338,0.28802825,18,5.778030027
D009,S024,O075,2,423,1.163860334,157,0.187375651,0.192115859,0.011697982,34,5.778030027
D009,S025,O006,2,423,1.163860334,612,0.351754303,0.257897057,0.260304956,90,5.778030027
D009,S026,O010,2,423,1.163860334,451,0.052883935,0.358161718,0.236761336,42,5.778030027
D009,S027,O080,2,423,1.163860334,42,0.40076867,0.158141091,0.247798621,9,5.778030027
D009,S028,O011,2,423,1.163860334,74,0.144332149,0.165813474,0.385639579,14,5.778030027
D009,S029,O086,2,423,1.163860334,982,0.199347615,0.312135777,0.001921653,110,5.778030027
D009,S030,O049,2,423,1.163860334,167,0.088317626,0.338602146,0.450648463,15,5.778030027
D009,S031,O038,2,423,1.163860334,541,0.023426649,0.269227699,0.314041207,106,5.778030027
D009,S032,O095,2,423,1.163860334,737,0.275444304,0.049819636,0.213727811,96,5.778030027
D010,S001,O040,3,320,3.385100809,22,0.132312725,0.387023034,0.48640877,1,22.21472406
D010,S002,O081,3,320,3.385100809,625,0.489155662,0.075116015,0.08373988,87,22.21472406
D010,S003,O024,3,320,3.385100809,558,0.01340343,0.303476888,0.066234207,102,22.21472406
D010,S004,O048,3,320,3.385100809,23,0.00021805,0.028031124,0.277887063,4,22.21472406
