design_id,operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,relative_transaction_load,number_of_attackers,transaction_arrival_rate
D002,O082,3,167,1.576274442,630,0.267185735,0.363424574,0.305398084,0.528725737,144,52.87257373
D002,O083,3,167,1.576274442,89,0.002629244,0.11891721,0.012340148,0.799263288,13,79.92632877
D002,O084,3,167,1.576274442,797,0.372992677,0.000386491,0.00152113,0.993396916,169,99.33969159
D002,O085,3,167,1.576274442,66,0.183976656,0.236269207,0.120756181,0.591017322,11,59.10173219
D002,O086,3,167,1.576274442,135,0.469888219,0.056365997,0.043821459,0.952586866,28,95.25868662
D002,O087,3,167,1.576274442,23,0.111840401,0.071296914,0.089679808,0.791166307,2,79.11663067
D002,O088,3,167,1.576274442,74,0.028069089,0.054085246,0.202673962,0.619616712,14,61.96167125
D002,O089,3,167,1.576274442,55,0.492105028,0.101006081,0.474810428,0.657444473,6,65.74444725
D002,O090,3,167,1.576274442,285,0.03434851,0.377557012,0.057284121,0.757204241,14,75.7204241
D002,O091,3,167,1.576274442,85,0.181583703,0.224320695,0.138841885,0.830164928,8,83.01649276
D002,O092,3,167,1.576274442,303,0.442706311,0.172267227,0.436491903,0.897895329,53,89.78953292
D002,O093,3,167,1.576274442,25,0.276275035,0.078153424,0.291384582,0.958605081,1,95.8605081
D002,O094,3,167,1.576274442,888,0.302089761,0.091469055,0.358945917,0.915650339,193,91.56503387
D002,O095,3,167,1.576274442,29,0.365502327,0.314203797,0.177999519,0.631365154,3,63.13651542
D002,O096,3,167,1.576274442,91,0.16170145,0.264353919,0.069555674,0.545005585,20,54.50055846
D003,O001,1,385,1.754386103,184,0.252173292,0.345006223,0.414518539,1.008029851,43,100.8029851
D003,O002,1,385,1.754386103,71,0.386957289,0.33590604,0.423756547,1.030814136,16,103.0814136
D003,O003,1,385,1.754386103,43,0.48531049,0.109844006,0.373132887,0.562934186,5,56.2934186
D003,O004,1,385,1.754386103,544,0.015441285,0.39993713,0.047767101,0.621494583,12,62.14945825
D003,O005,1,385,1.754386103,472,0.458927508,0.08115278,0.018055532,0.751825682,8,75.18256816
D003,O006,1,385,1.754386103,26,0.466438896,0.19990199,0.36047691,0.537345538,5,53.73455384
D003,O007,1,385,1.754386103,20,0.141130372,0.138764594,0.166622366,0.974703346,2,97.47033455
D003,O008,1,385,1.754386103,217,0.118365868,0.010264005,0.438577644,0.70421183,4,70.42118302
D003,O009,1,385,1.754386103,39,0.272204984,0.243100415,0.446678,0.893215891,1,89.32158912
D003,O010,1,385,1.754386103,78,0.42428609,0.04657399,0.47291634,0.886241643,6,88.62416428
D003,O011,1,385,1.754386103,163,0.257766277,0.230369452,0.067376828,1.041013094,24,104.1013094
D003,O012,1,385,1.754386103,121,0.018977159,0.042108472,0.106166432,0.634587855,7,63.4587855
D003,O013,1,385,1.754386103,38,0.13035544,0.200717694,0.465695355,0.90739434,4,90.73943399
D003,O014,1,385,1.754386103,505,0.055050564,0.385744929,0.323573274,0.956197221,126,95.61972212
D003,O015,1,385,1.754386103,369,0.403527677,0.186961283,0.029180542,1.016098144,88,101.6098144
D003,O016,1,385,1.754386103,990,0.188337728,0.211915952,0.403770273,0.683522338,99,68.35223385
D003,O017,1,385,1.754386103,47,0.235947901,0.205558573,0.450421949,0.98550411,1,98.55041102
D003,O018,1,385,1.754386103,128,0.201594351,0.132120615,0.2466657,1.015365814,15,101.5365814
D003,O019,1,385,1.754386103,24,0.431629638,0.254066717,0.253740338,0.934568431,1,93.45684308
D003,O020,1,385,1.754386103,113,0.348269976,0.095285863,0.409466489,0.990902637,28,99.09026365
D003,O021,1,385,1.754386103,35,0.407381528,0.191612689,0.078494355,0.726366674,4,72.63666744
D003,O022,1,385,1.754386103,193,0.265083523,0.114415056,0.48366938,0.770574624,6,77.05746237
D003,O023,1,385,1.754386103,410,0.214451437,0.12789836,0.094002538,0.876090399,34,87.60903986
D003,O024,1,385,1.754386103,109,0.107543079,0.370185632,0.33107989,0.763088384,2,76.30883835
D003,O025,1,385,1.754386103,53,0.129725034,0.023513439,0.022926164,0.647079336,9,64.70793359
D003,O026,1,385,1.754386103,104,0.335746812,0.309055962,0.214783733,0.866605062,9,86.66050617
D003,O027,1,385,1.754386103,120,0.173792118,0.275390581,0.115990185,0.594400816,1,59.44008158
D003,O028,1,385,1.754386103,315,0.161028291,0.149607497,0.243736481,0.836522744,76,83.65227438
D003,O029,1,385,1.754386103,744,0.31398409,0.144642217,0.380464816,1.001095973,47,100.1095973
D003,O030,1,385,1.754386103,96,0.291312931,0.178362873,0.260288981,0.712485371,21,71.24853709
D003,O031,1,385,1.754386103,61,0.375724597,0.298965989,0.344989603,1.023539068,2,102.3539068
D003,O032,1,385,1.754386103,449,0.47407037,0.293964396,0.333868972,0.526716923,86,52.67169234
D003,O033,1,385,1.754386103,28,0.356894295,0.285864598,0.280390934,0.572892371,5,57.28923709
D003,O034,1,385,1.754386103,172,0.339323194,0.106162856,0.193996227,0.976195745,28,97.61957452
D003,O035,1,385,1.754386103,173,0.041159595,0.256897351,0.341435098,0.936656262,22,93.66562622
D003,O036,1,385,1.754386103,83,0.318040863,0.288671609,0.125731933,0.510862581,11,51.08625812
D003,O037,1,385,1.754386103,232,0.083660283,0.374766445,0.463420281,0.901833982,16,90.18339821
D003,O038,1,385,1.754386103,765,0.137328547,0.153890662,0.395745604,0.824092212,73,82.40922118
D003,O039,1,385,1.754386103,48,0.232718262,0.17994217,0.033136716,0.784320075,1,78.43200746
D003,O040,1,385,1.754386103,585,0.392959459,0.39457393,0.498815231,0.847757244,30,84.77572444
D003,O041,1,385,1.754386103,49,0.297735298,0.268205888,0.212580592,0.765018393,7,76.50183927
D003,O042,1,385,1.754386103,533,0.049123846,0.273615249,0.271891148,0.775509181,28,77.55091812
D003,O043,1,385,1.754386103,936,0.154267686,0.332919895,0.389161836,0.694797352,211,69.47973518
D003,O044,1,385,1.754386103,721,0.432376139,0.324925408,0.144007894,0.742867678,148,74.28676783
D003,O045,1,385,1.754386103,692,0.331104768,0.086465045,0.220042135,0.679206917,59,67.92069167
D003,O046,1,385,1.754386103,402,0.241792287,0.134055119,0.264545347,1.045585484,81,104.5585484
D003,O047,1,385,1.754386103,32,0.457593053,0.357426009,0.365235909,0.729886159,4,72.98861593
D003,O048,1,385,1.754386103,45,0.221925977,0.348159922,0.204633474,0.792986797,8,79.29867968
D003,O049,1,385,1.754386103,33,0.068127718,0.327197905,0.351458552,0.638016666,6,63.80166664
D003,O050,1,385,1.754386103,322,0.206052109,0.123509785,0.230258857,0.710466564,78,71.04665639
D003,O051,1,385,1.754386103,264,0.415458501,0.161179135,0.311726789,0.922834621,12,92.28346214
D003,O052,1,385,1.754386103,249,0.293109713,0.381495942,0.29384703,0.500330142,30,50.03301419
D003,O053,1,385,1.754386103,251,0.008437374,0.219704544,0.077608614,0.857828126,11,85.7828126
D003,O054,1,385,1.754386103,70,0.483939677,0.225369653,0.039302168,0.574845385,11,57.48453845
D003,O055,1,385,1.754386103,143,0.09821222,0.163666817,0.285033773,0.601558378,17,60.15583779
D003,O056,1,385,1.754386103,345,0.064149611,0.031223606,0.23904777,0.691855779,21,69.1855779
D003,O057,1,385,1.754386103,100,0.400541493,0.216556949,0.487740957,1.038462113,22,103.8462113
D003,O058,1,385,1.754386103,22,0.090722232,0.036785238,0.101049312,0.663001423,4,66.30014227
D003,O059,1,385,1.754386103,486,0.079431167,0.248195591,0.397292534,0.804788767,76,80.47887671
D003,O060,1,385,1.754386103,273,0.451061182,0.170720182,0.061912147,0.815113055,50,81.51130546
D003,O061,1,385,1.754386103,27,0.381805437,0.01616482,0.491613692,0.675221612,4,67.52216124
D003,O062,1,385,1.754386103,442,0.418928223,0.359834489,0.417321395,0.554105019,34,55.41050193
D003,O063,1,385,1.754386103,159,0.167777479,0.069957712,0.130372357,0.943907134,38,94.39071338
D003,O064,1,385,1.754386103,358,0.061032209,0.305917985,0.455729849,0.927346891,71,92.73468912
D003,O065,1,385,1.754386103,56,0.248866638,0.340199764,0.379559452,0.583546864,5,58.35468637
D003,O066,1,385,1.754386103,149,0.351209323,0.192455527,0.149427886,0.883050134,9,88.30501339
D003,O067,1,385,1.754386103,60,0.359928689,0.02076874,0.174232425,0.648987034,6,64.89870338
D003,O068,1,385,1.754386103,871,0.148525779,0.2389906,0.43126666,0.56330551,22,56.33055097
D003,O069,1,385,1.754386103,600,0.193256125,0.259153683,0.18565311,0.968309469,107,96.83094685
D003,O070,1,385,1.754386103,139,0.286307662,0.0275532,0.151186277,0.734969069,9,73.4969069
D003,O071,1,385,1.754386103,830,0.025772238,0.059916076,0.006124037,0.854259133,1,85.42591325
D003,O072,1,385,1.754386103,41,0.447028226,0.353970092,0.321029628,0.606201119,5,60.6201119
D003,O073,1,385,1.754386103,22,0.099783277,0.097826372,0.112559894,0.548583884,3,54.85838841
D003,O074,1,385,1.754386103,36,0.042568944,0.004280635,0.087293441,0.86728622,3,86.728622
D003,O075,1,385,1.754386103,31,0.495260113,0.154710174,0.269857669,0.722353565,5,72.23535652
D003,O076,1,385,1.754386103,202,0.209924614,0.319442165,0.171734319,0.667816616,34,66.78166162
D003,O077,1,385,1.754386103,648,0.325153788,0.303515085,0.316930252,0.613107267,97,61.31072669
D003,O078,1,385,1.754386103,379,0.223960723,0.064878079,0.224272393,0.840645589,80,84.06455889
D003,O079,1,385,1.754386103,65,0.075519811,0.282963886,0.299403793,0.51375586,9,51.37558605
D003,O080,1,385,1.754386103,206,0.124478381,0.390952102,0.159201992,0.812430792,3,81.24307921
D003,O081,1,385,1.754386103,229,0.311863322,0.040757227,0.190953924,0.52059127,6,52.05912701
D003,O082,1,385,1.754386103,630,0.267185735,0.363424574,0.305398084,0.528725737,144,52.87257373
D003,O083,1,385,1.754386103,89,0.002629244,0.11891721,0.012340148,0.799263288,13,79.92632877
